Genero,Region,Campus,Escuela,Programa_Ini,PrepaTEC,PAA,PNA,P_Beca,P_Prestamo,Life,PI,Experiencia,TOEFL,Promedio_Gr,Sueldo_Real
Femenino,RCM,CCM,ECSG,LED,NO,1305.0,87.0,0.0,0.0,Si,NO,Sí,550.0,83864.0,8000.0
Femenino,RCM,CCM,EN,LCPF,NO,1402.0,86.0,0.0,0.0,Si,SI,Sí,600.0,91.5,20000.0
Femenino,RCM,CCM,EIC,IIS,NO,1425.0,94.0,0.5,0.0,No,NO,Sí,600.0,91225.0,18000.0
Masculino,RCM,CCM,EIC,IME,NO,1487.0,90.0,0.0,0.0,No,SI,No,637.0,86142.0,21000.0
Masculino,RCM,CCM,EIC,IMT,NO,1406.0,93.0,0.05,0.25,No,NO,No,550.0,85619.0,20052.0
Femenino,RCM,CCM,EIC,IMT,NO,1496.0,92.0,0.7,0.0,Si,SI,No,593.0,95163.0,18000.0
Femenino,RCM,CCM,EIC,IME,NO,1492.0,90.0,0.7,0.0,Si,SI,Sí,600.0,90193.0,18000.0
Masculino,RCM,CCM,EIC,ITC,NO,1487.0,90.0,0.0,0.0,No,NO,Sí,600.0,82123.0,218000.0
Femenino,RCM,CCM,EIC,IMD,NO,1354.0,92.0,0.0,0.1,No,NO,Sí,600.0,88516.0,22000.0
Femenino,RCM,CCM,EIC,IMD,NO,1426.0,94.0,0.5,0.0,Si,SI,Sí,600.0,91.3,13500.0
Masculino,RCM,CCM,EIC,ITC,NO,1378.0,96.0,0.0,0.0,Si,NO,Sí,643.0,96596.0,37000.0
Masculino,RCM,CCM,EN,LMC,NO,1547.0,90.0,0.8,0.0,Si,SI,Sí,650.0,94683.0,18000.0
Femenino,RCM,CCM,ECSG,LRI,NO,1391.0,99.0,0.35,0.35,Si,NO,Sí,550.0,94879.0,15000.0
Masculino,RCM,CCM,EIC,IDS,NO,1449.0,98.0,0.5,0.0,Si,SI,No,550.0,94966.0,10000.0
Femenino,RCM,CCM,EIC,IBT,NO,1256.0,85.0,0.0,0.2,Si,SI,No,550.0,88734.0,18000.0
Femenino,RCM,CCM,EIC,IBT,NO,1488.0,95.0,0.6,0.0,Si,NO,No,600.0,173.46,12000.0
Masculino,RCM,CCM,EIC,ITC,NO,1432.0,82.0,0.0,0.0,Si,NO,No,593.0,88898.0,19000.0
Femenino,RCM,CCM,EN,LAF,NO,1382.0,87.0,0.15,0.25,Si,NO,No,550.0,93035.0,30000.0
Femenino,RCM,CCM,EN,LAF,NO,1458.0,91.0,0.6,0.1,No,SI,Sí,550.0,92866.0,20000.0
Masculino,RCM,CCM,EN,LAF,NO,1418.0,81.0,0.1,0.1,Si,NO,Sí,597.0,88101.0,20000.0
Femenino,RCM,CCM,EHE,LCMD,NO,1238.0,83.0,0.0,0.0,No,SI,Sí,550.0,92.05,20100.0
Masculino,RCM,CCM,EIC,IMD,NO,1512.0,90.0,0.7,0.0,Si,SI,No,660.0,94101.0,18000.0
Femenino,RCM,CCM,EN,LAF,NO,1370.0,94.0,0.25,0.35,Si,NO,Sí,550.0,91677.0,20000.0
Masculino,RCM,CCM,EN,LEM,NO,1296.0,85.0,0.15,0.0,No,NO,Sí,617.0,92949.0,50000.0
Masculino,RCM,CCM,EN,LAF,NO,1449.0,79.0,0.0,0.0,No,SI,Sí,617.0,86526.0,8000.0
Femenino,RCM,CCM,ECSG,LED,NO,1487.0,97.0,0.9,0.0,Si,SI,Sí,643.0,97053.0,7579.0
Femenino,RCM,CCM,EN,LAE,NO,1220.0,81.0,0.1,0.1,Si,NO,Sí,550.0,92842.0,10000.0
Masculino,RCM,CCM,EN,LAF,NO,1479.0,83.0,0.2,0.0,Si,SI,Sí,550.0,86719.0,16000.0
Femenino,RCM,CSF,EIC,IDS,NO,1478.0,93.0,0.15,0.35,No,NO,Sí,600.0,92266.0,36300.0
Masculino,RCM,CSF,EIC,IMT,NO,1385.0,93.0,0.0,0.0,No,NO,Sí,550.0,92.92,35000.0
Masculino,RCM,CCM,EN,LIN,NO,1400.0,89.0,0.0,0.0,Si,SI,Sí,647.0,95571.0,24000.0
Femenino,RCM,CCM,EMCS,LP,NO,1409.0,97.0,0.2,0.0,Si,NO,Sí,550.0,94033.0,14000.0
Masculino,RCM,CCM,EN,LCDE,NO,1314.0,81.0,0.2,0.0,Si,NO,Sí,550.0,92526.0,19200.0
Masculino,RCM,CCM,EIC,IBT,NO,1420.0,98.0,0.2,0.0,Si,NO,No,550.0,95774.0,10000.0
Femenino,RCM,CSF,EN,LMC,NO,1347.0,93.0,0.0,0.0,No,SI,Sí,600.0,92916.0,15000.0
Masculino,RCM,CCM,ECSG,LRI,NO,1271.0,91.0,0.0,0.0,No,NO,Sí,550.0,89633.0,10000.0
Masculino,RCM,CCM,ECSG,LEF,NO,1383.0,85.0,0.0,0.0,Si,SI,No,560.0,89118.0,26000.0
Masculino,RCM,CSF,EIC,IMT,NO,1348.0,99.0,0.0,0.0,No,NO,No,550.0,94564.0,13000.0
Masculino,RCM,CCM,EIC,IIS,NO,1542.0,100.0,0.0,0.0,Si,NO,Sí,657.0,95745.0,20000.0
Femenino,RO,GDL,EN,LAF,NO,1329.0,93.0,0.0,0.0,Si,NO,No,550.0,91771.0,25000.0
Femenino,RCM,CCM,EN,LAF,NO,1239.0,85.0,0.0,0.0,Si,SI,Sí,603.0,93051.0,23000.0
Masculino,RCM,CCM,EN,LAE,NO,1252.0,76.0,0.0,0.0,No,SI,Sí,550.0,92315.0,13500.0
Femenino,RCM,CCM,EN,LAF,NO,1487.0,90.0,0.0,0.0,No,SI,Sí,590.0,90903.0,22000.0
Masculino,RCM,CCM,ECSG,LEF,NO,1522.0,100.0,0.35,0.25,No,NO,No,550.0,95.0,24000.0
Femenino,RCS,QRO,EAAD,ARQ,NO,1497.0,98.0,0.6,0.2,No,NO,Sí,600.0,91898.0,12000.0
Masculino,RCS,QRO,EN,LAF,NO,1485.0,91.0,0.5,0.2,No,NO,Sí,550.0,87466.0,28000.0
Masculino,RCS,QRO,EIC,IMT,NO,1541.0,95.0,0.8,0.0,No,SI,Sí,600.0,94.6,28000.0
Masculino,RCS,QRO,EIC,IC,NO,1331.0,86.0,0.3,0.3,Si,SI,Sí,550.0,91507.0,18000.0
Masculino,RCS,QRO,EIC,IIA,NO,1541.0,99.0,0.6,0.2,Si,NO,Sí,580.0,95387.0,14000.0
Masculino,RCS,QRO,EIC,IIS,NO,1487.0,90.0,0.0,0.3,No,NO,Sí,550.0,82552.0,0.0
Femenino,RCS,QRO,EIC,ISC,NO,1529.0,94.0,0.6,0.0,Si,NO,Sí,550.0,95683.0,15000.0
Femenino,RCS,QRO,EAAD,ARQ,NO,1540.0,92.0,0.6,0.0,Si,NO,Sí,600.0,94.22,12000.0
Femenino,RCS,QRO,EN,LEM,NO,1412.0,91.0,0.25,0.25,No,NO,Sí,550.0,94068.0,11000.0
Femenino,RO,GDL,EIC,IIS,NO,1458.0,90.0,0.0,0.25,No,SI,Sí,550.0,83742.0,14000.0
Femenino,RCS,QRO,EIC,ISC,NO,1376.0,90.0,0.4,0.4,Si,NO,Sí,550.0,92746.0,0.0
Femenino,RCS,QRO,EN,LMC,NO,1315.0,82.0,0.0,0.1,Si,NO,Sí,550.0,84753.0,7000.0
Femenino,RCS,QRO,EIC,IIS,NO,1487.0,90.0,0.4,0.4,Si,NO,Sí,550.0,88823.0,25000.0
Femenino,RCS,QRO,EN,LAE,NO,1317.0,94.0,0.0,0.0,Si,SI,Sí,550.0,92301.0,14000.0
Masculino,RCM,CSF,EN,LAF,NO,1337.0,82.0,0.0,0.3,No,SI,Sí,550.0,91375.0,45000.0
Femenino,RCS,QRO,EAAD,ARQ,NO,1318.0,82.0,0.0,0.0,Si,SI,Sí,547.0,87283.0,8500.0
Femenino,RCS,QRO,EN,LMC,NO,1401.0,95.0,0.35,0.35,Si,NO,Sí,600.0,95.05,19680.0
Femenino,RCS,QRO,EAAD,ARQ,NO,1217.0,85.0,0.3,0.0,No,SI,Sí,550.0,89112.0,8000.0
Masculino,RCS,QRO,EIC,IIS,NO,1301.0,78.0,0.0,0.0,No,SI,Sí,550.0,87353.0,30000.0
Femenino,RCS,QRO,EAAD,ARQ,NO,1437.0,87.0,0.15,0.15,Si,NO,Sí,550.0,92745.0,10000.0
Masculino,RCS,QRO,EIC,IMA,NO,1349.0,94.0,0.0,0.0,No,NO,Sí,550.0,89145.0,28000.0
Masculino,RCS,QRO,EIC,ISC,NO,1443.0,75.0,0.0,0.0,Si,SI,Sí,550.0,90293.0,38000.0
Masculino,RCS,QRO,EAAD,ARQ,NO,1481.0,77.0,0.0,0.0,No,NO,Sí,550.0,83841.0,14000.0
Femenino,RCS,QRO,EN,LCPF,NO,1313.0,93.0,0.0,0.0,No,SI,Sí,550.0,85.55,15000.0
Femenino,RCS,QRO,EN,LAF,NO,1318.0,85.0,0.1,0.0,No,SI,Sí,639.0,92655.0,14680.0
Masculino,RCS,QRO,EIC,ISC,NO,1336.0,81.0,0.0,0.0,No,NO,No respuesta,550.0,86952.0,23000.0
Femenino,RCS,QRO,EN,LAE,NO,1280.0,95.0,0.1,0.0,Si,SI,Sí,550.0,91557.0,50000.0
Femenino,RCS,QRO,EAAD,LDI,NO,1497.0,96.0,0.5,0.0,Si,NO,Sí,550.0,94614.0,8673.0
Femenino,RCS,QRO,EAAD,LDI,NO,1487.0,98.0,0.5,0.0,Si,NO,Sí,550.0,93157.0,15000.0
Masculino,RCS,QRO,EIC,IIS,NO,1569.0,99.0,0.8,0.0,Si,SI,Sí,550.0,97196.0,15000.0
Femenino,RCS,QRO,EIC,IIS,NO,1453.0,96.0,0.4,0.0,Si,SI,Sí,600.0,96913.0,22000.0
Masculino,RCS,QRO,EIC,IMT,NO,1487.0,90.0,0.2,0.0,Si,NO,Sí,667.0,98786.0,22000.0
Masculino,RCS,QRO,EIC,IIS,NO,1442.0,90.0,0.4,0.0,Si,SI,Sí,603.0,90633.0,22000.0
Masculino,RCS,QRO,EIC,ISD,NO,1529.0,92.0,0.5,0.3,Si,NO,Sí,550.0,92612.0,11500.0
Femenino,RCS,QRO,EN,LMC,NO,1487.0,96.0,0.5,0.0,Si,SI,Sí,590.0,95.22,15000.0
Femenino,RCS,QRO,EN,LCPF,NO,1412.0,100.0,0.8,0.1,Si,NO,Sí,550.0,96.35,9000.0
Femenino,RCS,QRO,EN,LAE,NO,1487.0,90.0,0.55,0.25,No,NO,Sí,550.0,92362.0,20100.0
Femenino,RCS,QRO,EAAD,LAD,NO,1413.0,95.0,0.8,0.0,No,NO,No,600.0,96245.0,11000.0
Femenino,RCS,QRO,EN,LAE,NO,1412.0,96.0,0.6,0.0,Si,NO,Sí,550.0,93689.0,16000.0
Femenino,RCS,QRO,EN,LCPF,NO,1383.0,89.0,0.3,0.4,Si,SI,Sí,593.0,90035.0,19000.0
Femenino,RCS,QRO,EN,LAE,NO,1201.0,76.0,0.0,0.0,No,SI,Sí,550.0,85475.0,15000.0
Masculino,RCS,QRO,EIC,ISD,NO,1487.0,90.0,0.0,0.0,No,NO,Sí,550.0,93.14,30000.0
Femenino,RCS,QRO,EN,LAE,NO,1496.0,93.0,0.4,0.0,Si,NO,Sí,537.0,94.91,22000.0
Masculino,RCM,CCM,EIC,IME,NO,1487.0,90.0,0.05,0.15,No,NO,No,550.0,88603.0,22000.0
Masculino,RM,MTY,EN,LAF,NO,1367.0,86.0,0.15,0.15,No,NO,No,550.0,91491.0,28000.0
Masculino,RCS,PUE,EN,LIN,NO,1385.0,90.0,0.25,0.25,Si,NO,Sí,550.0,91767.0,17000.0
Masculino,RCM,CSF,EN,LAF,NO,1206.0,93.0,0.0,0.0,No,NO,No,550.0,88901.0,0.0
Masculino,RCS,PUE,EN,LIN,NO,1542.0,75.0,0.9,0.0,No,NO,Sí,550.0,91.44,7000.0
Masculino,RCM,CEM,EN,LCPF,NO,1441.0,72.0,0.0,0.3,Si,NO,Sí,537.0,85786.0,12000.0
Masculino,RCM,CEM,EIC,ISD,NO,1413.0,90.0,0.4,0.4,No,SI,Sí,560.0,86567.0,57000.0
Femenino,RCS,PUE,EIC,ITC,NO,1487.0,90.0,0.0,0.0,Si,NO,Sí,550.0,89233.0,36000.0
Femenino,RCS,PUE,EN,LAF,NO,1404.0,97.0,0.5,0.0,No,SI,Sí,550.0,91017.0,15000.0
Femenino,RCS,PUE,EN,LCDE,NO,1487.0,90.0,0.0,0.0,Si,NO,No,550.0,94534.0,10000.0
Femenino,RCS,PUE,EN,LCDE,NO,1480.0,92.0,0.6,0.0,No,NO,Sí,550.0,96214.0,270000.0
Masculino,RCS,PUE,EIC,ITC,NO,1523.0,92.0,0.8,0.0,No,NO,Sí,550.0,93224.0,32500.0
Masculino,RCS,PUE,EIC,IC,NO,1298.0,88.0,0.0,0.0,No,SI,Sí,550.0,87.73,15000.0
Femenino,RCS,PUE,EN,LAF,NO,1501.0,94.0,0.2,0.0,Si,SI,Sí,550.0,92.12,21900.0
Masculino,RCS,PUE,EIC,IDA,NO,1505.0,93.0,0.2,0.0,No,NO,No,550.0,92783.0,20000.0
Femenino,RO,SIN,EIC,IIS,NO,1453.0,100.0,0.2,0.0,Si,NO,Sí,550.0,92492.0,15000.0
Femenino,RO,SIN,EN,LMC,NO,1277.0,90.0,0.0,0.0,Si,NO,Sí,550.0,92803.0,12000.0
Femenino,RO,SIN,EN,LMC,NO,1289.0,82.0,0.0,0.0,No,NO,Sí,550.0,91709.0,12000.0
Masculino,RCS,TAM,EIC,ITI,SI,1423.0,76.0,0.15,0.2,No,SI,Sí,647.0,89576.0,11000.0
Masculino,RCS,TAM,EIC,ITI,SI,1457.0,92.0,0.6,0.0,Si,SI,Sí,617.0,89254.0,11128.0
Femenino,RO,AGS,EN,LAE,SI,1468.0,100.0,0.2,0.0,Si,SI,Sí,600.0,97517.0,12000.0
Masculino,DR,VER,EIC,IIS,SI,1318.0,90.0,0.5,0.2,Si,NO,Sí,550.0,88454.0,20000.0
Masculino,RCS,TAM,EIC,IMT,NO,1312.0,91.0,0.45,0.25,No,NO,Sí,600.0,80582.0,20000.0
Masculino,RM,LAG,EIC,IIS,NO,1093.0,82.0,0.0,0.0,No,NO,Sí,550.0,75128.0,14500.0
Femenino,RM,LAG,EN,LAF,NO,1487.0,90.0,0.2,0.0,No,SI,Sí,550.0,90836.0,24000.0
Masculino,RM,MTY,EIC,ISD,NO,1450.0,82.0,0.0,0.0,No,NO,Sí,583.0,76177.0,19000.0
Femenino,RM,MTY,EMCS,LPS,NO,1341.0,99.0,0.25,0.25,Si,NO,Sí,550.0,96171.0,14000.0
Femenino,RO,HER,EAAD,ARQ,SI,1487.0,85.0,0.0,0.0,No,SI,Sí,603.0,91431.0,12000.0
Femenino,RM,MTY,EMCS,LPS,SI,1487.0,89.0,0.0,0.0,No,NO,Sí,550.0,88734.0,20000.0
Masculino,RCS,HGO,EN,LAE,NO,1131.0,90.0,0.0,0.0,No,SI,No,550.0,79916.0,19000.0
Femenino,RM,MTY,EIC,IIS,SI,1487.0,84.0,0.1,0.1,No,SI,Sí,567.0,86796.0,21500.0
Masculino,RCS,HGO,EIC,IIS,NO,1269.0,77.0,0.0,0.0,No,NO,Sí,550.0,78448.0,20000.0
Masculino,RCM,CEM,EIC,INT,NO,1487.0,73.0,0.0,0.0,No,SI,Sí,550.0,78447.0,60000.0
Masculino,RCM,CEM,EN,LCDE,NO,1487.0,7.0,0.0,22655.0,No,SI,Sí,520.0,73948.0,19000.0
Femenino,RCM,CEM,EN,LPO,NO,1487.0,88.0,0.0,0.0,No,NO,Sí,550.0,85852.0,18000.0
Masculino,RCM,CEM,EN,LIN,NO,1338.0,91.0,0.0,0.0,No,NO,Sí,550.0,85048.0,19000.0
Femenino,DR,ZAC,EN,LDN,NO,1298.0,80.0,0.0,0.2,No,SI,Sí,550.0,86535.0,20000.0
Hombre,DR,CDJ,EIC,IIS,NO,1197.0,83.0,0.0,0.0,No,NO,Sí,580.0,81.0,20628.0
Hombre,RO,AGS,EIC,IIS,NO,1306.0,88.0,0.0,0.0,No,NO,Sí,520.0,86.0,23825.0
Hombre,RO,HER,EN,LAE,NO,1345.0,77.0,0.0,0.0,No,NO,Sí,550.0,86.0,9276.0
Hombre,RO,LEO,EN,LAE,NO,1268.0,83.0,0.0,0.0,No,NO,Sí,550.0,89.0,20613.0
Hombre,RM,LAG,EN,LAF,NO,1372.0,79.0,0.0,0.0,No,SI,Sí,550.0,84.0,25766.0
Hombre,RO,LEO,EIC,IIS,NO,1367.0,91.0,0.0,0.0,No,SI,Sí,567.0,83.0,16427.0
Hombre,RO,SIN,EN,LIN,NO,1311.0,88.0,0.0,0.0,No,SI,Sí,550.0,86.0,20613.0
Hombre,RO,HER,EN,LIN,NO,1499.0,94.0,0.0,0.0,No,SI,Sí,630.0,97.0,15471.0
Hombre,RCS,TOL,EIC,IMA,SI,1386.0,76.0,0.0,0.4,No,NO,Sí,550.0,84.0,14543.0
Hombre,RCS,SLP,EN,LAF,SI,1595.0,82.0,0.2,0.2,No,NO,Sí,630.0,86.0,12368.0
Hombre,RO,CHI,EIC,IMA,SI,1178.0,84.0,0.3,0.3,No,NO,Sí,557.0,86.0,10443.0
Hombre,RCS,TOL,EIC,IDA,SI,1444.0,92.0,0.3,0.3,No,SI,Sí,610.0,89.0,20112.0
Hombre,RCS,TOL,EIC,IMA,SI,1387.0,76.0,0.0,0.0,No,SI,Sí,550.0,78.0,12883.0
Hombre,RCS,TOL,EIC,IMA,SI,1299.0,87.0,0.9,0.0,No,SI,Sí,590.0,85.0,17534.0
Hombre,RO,HER,EIC,IMT,SI,1194.0,80.0,0.0,0.0,No,SI,Sí,627.0,84.0,15471.0
Hombre,RO,LEO,EIC,IMT,SI,1400.0,86.0,0.2,0.2,No,SI,Sí,567.0,90.0,16941.0
Hombre,RO,LEO,EIC,IIS,SI,1392.0,91.0,0.25,0.25,No,SI,Sí,550.0,91.0,18551.0
Hombre,RCS,QRO,EIC,IMT,NO,1262.0,88.0,0.3,0.4,No,NO,No,550.0,92.0,11345.0
Hombre,RCS,QRO,EIC,ISC,NO,1487.0,90.0,0.0,0.0,No,NO,No,550.0,90.0,20628.0
Hombre,RCS,PUE,EN,LAF,NO,1412.0,74.0,0.0,0.0,No,NO,No,550.0,83.0,13924.0
Hombre,RCM,CCM,EIC,IIS,NO,1434.0,60.0,0.0,0.0,No,SI,No,603.0,76.0,15401.0
Hombre,RCM,CSF,EIC,IIS,NO,1335.0,79.0,0.0,0.0,No,SI,No,600.0,87.0,1030628.0
Hombre,RCS,QRO,EIC,IMA,NO,1284.0,88.0,0.0,0.0,No,SI,No,550.0,87.0,21659.0
Hombre,RO,GDA,EN,LAF,NO,1419.0,86.0,0.0,0.0,No,SI,No,570.0,81.0,12368.0
Hombre,RCM,CCM,EN,LEM,SI,1370.0,94.0,0.3,0.4,No,NO,No,600.0,90.0,12377.0
Hombre,RCM,CEM,EIC,IIS,SI,1463.0,71.0,0.0,0.0,No,SI,No,550.0,79.0,10306.0
Hombre,RCM,CEM,EAAD,LAD,NO,1487.0,90.0,0.0,0.0,No,NO,Sí,550.0,90.0,16502.0
Hombre,RCM,CEM,EIC,ISC,NO,1489.0,79.0,0.0,0.0,No,NO,Sí,553.0,83.0,35935.0
Hombre,RCM,CSF,EIC,ITC,NO,1375.0,82.0,0.0,0.0,No,NO,Sí,567.0,85.0,29395.0
Hombre,RCM,CSF,EN,LAF,NO,1320.0,76.0,0.0,0.0,No,NO,Sí,550.0,89.0,30919.0
Hombre,RCS,QRO,EAAD,ARQ,NO,1487.0,90.0,0.0,0.0,No,NO,Sí,550.0,90.0,10736.0
Hombre,RCS,PUE,EIC,ISD,NO,1497.0,94.0,0.3,0.0,No,NO,Sí,550.0,92.0,30082.0
Hombre,RCS,PUE,EIC,ITC,NO,1338.0,91.0,0.0,0.0,No,NO,Sí,537.0,79.0,72198.0
Hombre,RM,MTY,EN,LCPF,NO,1259.0,87.0,0.0,0.3,No,NO,Sí,550.0,83.0,21659.0
Hombre,RO,GDA,EIC,ITE,NO,1361.0,99.0,0.1,0.3,No,NO,Sí,600.0,87.0,12377.0
Hombre,RCS,PUE,EIC,ISD,NO,1530.0,100.0,0.6,0.2,No,NO,Sí,550.0,98.0,25785.0
Hombre,RO,GDA,EN,LAE,NO,1199.0,83.0,0.0,0.0,No,NO,Sí,550.0,92.0,20628.0
Hombre,RCM,CCM,ECSG,LED,NO,1180.0,94.0,0.0,0.4,No,SI,Sí,550.0,89.0,47445.0
Hombre,RCM,CCM,EIC,ISC,NO,1450.0,90.0,0.15,0.08,No,SI,Sí,549.0,85.0,57496.0
Hombre,RCM,CEM,EIC,IC,NO,1473.0,90.0,0.6,0.0,No,SI,Sí,553.0,89.0,25668.0
Hombre,RCM,CEM,EIC,IIS,NO,1465.0,86.0,0.0,0.0,No,SI,Sí,667.0,86.0,25785.0
Hombre,RCM,CSF,EIC,ITC,NO,1415.0,86.0,0.0,0.0,No,SI,Sí,550.0,93.0,198479.0
Hombre,RCM,CSF,EN,LAF,NO,1297.0,79.0,0.0,0.0,No,SI,Sí,583.0,92.0,30919.0
Hombre,RCM,CSF,EN,LIN,NO,1320.0,75.0,0.0,0.0,No,SI,Sí,593.0,86.0,36099.0
Hombre,RCS,QRO,EAAD,ARQ,NO,1345.0,93.0,0.25,0.25,No,SI,Sí,577.0,91.0,20628.0
Hombre,RCS,QRO,EIC,IIS,NO,1316.0,92.0,0.45,0.25,No,SI,Sí,550.0,89.0,22691.0
Hombre,RCS,QRO,EIC,IIS,NO,1370.0,91.0,0.0,0.0,No,SI,Sí,620.0,93.0,20628.0
Hombre,RM,MTY,EIC,IBT,NO,1409.0,76.0,0.0,0.0,No,SI,Sí,550.0,88.0,85542.0
Hombre,RM,MTY,EIC,IC,NO,1281.0,81.0,0.0,0.0,No,SI,Sí,550.0,81.0,20613.0
Hombre,RO,GDA,EIC,IC,NO,1446.0,81.0,0.05,0.15,No,SI,Sí,570.0,88.0,14374.0
Hombre,RO,GDA,EN,LAF,NO,1321.0,86.0,0.0,0.0,No,SI,Sí,550.0,83.0,15471.0
Hombre,RO,GDA,EN,LAF,NO,1161.0,86.0,0.0,0.0,No,SI,Sí,613.0,91.0,23722.0
Hombre,RCM,CSF,EIC,ITC,NO,1544.0,90.0,0.0,0.0,No,SI,Sí,663.0,97.0,201849.0
Hombre,RCM,CSF,EN,LAF,NO,1479.0,91.0,0.0,0.0,No,SI,Sí,600.0,96.0,21471.0
Hombre,RCS,QRO,EAAD,ARQ,NO,1588.0,99.0,0.8,0.0,No,SI,Sí,600.0,95.0,10306.0
Hombre,RM,MTY,EN,LAF,NO,1519.0,91.0,0.04,0.0,No,SI,Sí,643.0,97.0,22175.0
Hombre,RCM,CCM,EHE,LCMD,SI,1610.0,75.0,0.0,0.0,No,NO,Sí,637.0,88.0,7214.0
Hombre,RCM,CEM,EIC,IMT,SI,1507.0,77.0,0.0,0.0,No,NO,Sí,560.0,75.0,24641.0
Hombre,RCM,CEM,EIC,IMT,SI,1613.0,85.0,0.0,0.0,No,NO,Sí,593.0,82.0,26817.0
Hombre,RCM,CEM,EIC,ISD,SI,1429.0,89.0,0.2,0.2,No,NO,Sí,617.0,89.0,22919.0
Hombre,RCM,CCM,EN,LEM,SI,1433.0,78.0,0.0,0.0,No,NO,Sí,623.0,87.0,25785.0
Hombre,RCM,CEM,EN,LPO,SI,1294.0,85.0,0.0,0.0,No,NO,Sí,627.0,89.0,32432.0
Hombre,RCS,PUE,EIC,ITC,SI,1573.0,88.0,0.3,0.3,No,NO,Sí,550.0,90.0,197812.0
Hombre,RCS,QRO,EIC,ISD,SI,1278.0,83.0,0.0,0.25,No,NO,Sí,550.0,84.0,14374.0
Hombre,RM,MTY,ECSG,LEC,SI,1560.0,85.0,0.0,0.2,No,NO,Sí,600.0,83.0,26281.0
Hombre,RM,MTY,EIC,ISD,SI,1722.0,97.0,0.9,0.0,No,NO,Sí,647.0,94.0,30942.0
Hombre,RCM,CCM,EAAD,ARQ,SI,1115.0,78.0,0.0,0.0,No,SI,Sí,567.0,81.0,12377.0
Hombre,RCM,CCM,EN,LAF,SI,1234.0,75.0,0.0,0.0,No,SI,Sí,550.0,87.0,51336.0
Hombre,RCS,QRO,EAAD,LDI,SI,1361.0,86.0,0.0,0.0,No,SI,Sí,570.0,85.0,15401.0
Hombre,RCS,PUE,EIC,IC,SI,1620.0,85.0,0.0,0.0,No,SI,Sí,550.0,87.0,7214.0
Hombre,RCS,PUE,EIC,IIS,SI,1519.0,88.0,0.15,0.15,No,SI,Sí,607.0,89.0,18565.0
Hombre,RM,MTY,EIC,IIS,SI,1487.0,92.0,0.6,0.0,No,SI,Sí,640.0,94.0,25785.0
Hombre,RM,MTY,EIC,IQA,SI,1402.0,90.0,0.4,0.4,No,SI,Sí,600.0,93.0,30919.0
Hombre,RO,GDA,EN,LIN,SI,1460.0,78.0,0.2,0.2,No,SI,Sí,570.0,84.0,15471.0
Hombre,RCM,CCM,ECSG,LRI,SI,1541.0,86.0,0.0,0.0,No,SI,Sí,663.0,95.0,12368.0
Mujer,RCS,SLP,EN,LAE,NO,1298.0,88.0,0.0,0.0,No,NO,Sí,550.0,89.0,11345.0
Mujer,RCS,SLP,EN,LDN,NO,1487.0,90.0,0.0,0.0,No,NO,Sí,550.0,90.0,16490.0
Mujer,RCS,SLP,EIC,IMT,NO,1518.0,99.0,0.1,0.1,No,SI,Sí,620.0,93.0,15459.0
Mujer,RO,HER,EAAD,LDI,NO,1312.0,93.0,0.0,0.0,No,SI,Sí,550.0,88.0,10314.0
Mujer,RO,AGS,EN,LIN,NO,1212.0,82.0,0.2,0.2,No,SI,Sí,550.0,89.0,14337.0
Mujer,RO,CHI,EN,LAE,NO,1255.0,75.0,0.0,0.0,No,SI,Sí,467.0,84.0,35935.0
Mujer,RO,HER,EN,LIN,NO,1310.0,86.0,0.0,0.0,No,SI,Sí,550.0,90.0,11337.0
Mujer,RO,LEO,EAAD,ARQ,NO,1259.0,90.0,0.15,0.15,No,SI,Sí,613.0,96.0,20000.0
Mujer,RCS,TOL,EIC,IIS,SI,1324.0,88.0,0.2,0.3,No,NO,Sí,550.0,88.0,3094.0
Mujer,RCS,TOL,EIC,IIS,SI,1487.0,89.0,0.0,0.3,No,SI,Sí,553.0,88.0,22705.0
Mujer,RO,LEO,EN,LAF,SI,1712.0,95.0,0.6,0.0,No,SI,Sí,637.0,95.0,56023.0
Mujer,RCM,CSF,ECSG,LEF,NO,1310.0,75.0,0.0,0.0,No,NO,No,550.0,86.0,15401.0
Mujer,RM,MTY,EIC,IBT,NO,1410.0,92.0,0.0,0.0,No,NO,No,600.0,90.0,18481.0
Mujer,RCM,CCM,EAAD,LDI,NO,1326.0,80.0,0.0,0.0,No,SI,No,557.0,88.0,5982.0
Mujer,RCM,CEM,EAAD,LDI,SI,1470.0,84.0,0.0,0.0,No,NO,No,537.0,90.0,10314.0
Mujer,RO,GDA,EAAD,ARQ,SI,1465.0,95.0,0.2,0.2,No,NO,No,600.0,93.0,8214.0
Mujer,RCS,QRO,EAAD,LDI,SI,1363.0,87.0,0.0,0.0,No,SI,No,550.0,88.0,8251.0
Mujer,RCM,CCM,EAAD,ARQ,NO,1096.0,80.0,0.2,0.2,No,NO,Sí,550.0,90.0,12368.0
Mujer,RCM,CEM,EIC,IQA,NO,1206.0,86.0,0.0,0.25,No,NO,Sí,550.0,86.0,14682.0
Mujer,RCM,CCM,EN,LIN,NO,1298.0,90.0,0.0,0.0,No,NO,Sí,520.0,89.0,10306.0
Mujer,RCS,PUE,EN,LCDE,NO,1487.0,90.0,0.0,0.0,No,NO,Sí,533.0,90.0,0.0
