Foraneo,FGS,Rubrica_CyE,PromMate,Ingles,FTE,P_Beca,P_Prestamo,Retencion1erA,Prom1erSem,Prom2doSem,Prom1erA,Escuela_0,Escuela_1,Genero_Femenino,HijoMilitar_NO,HijoMilitar_SI,Prog_Lider_NO,Prog_Lider_SI
Local,No,0.0,62.5,7,1.0,0.0,0.25,1,82.71428571,84.77777778,83.83333333,1,0,1,1,0,1,0
Local,No,0.0,99.0,7,1.0,0.6,0.0,1,97.875,99.0,98.77777778,1,0,1,1,0,1,0
Local,Sí,0.0,80.0,7,1.0,0.45,0.25,1,95.55555556,96.8,95.75,0,1,1,1,0,1,0
Local,Sí,0.0,76.0,7,1.0,0.4,0.0,1,74.85714286,88.66666667,81.52941176,1,0,1,1,0,1,0
Local,No,44.0,82.74521609790698,3,1.0,0.2,0.0,1,92.7,89.55555556,92.16666667,0,1,1,1,0,0,1
SI: Nacional,No,38.0,82.74521609790698,6,1.0,0.25,0.25,0,88.5,0.0,89.25,1,0,1,1,0,1,0
Local,No,30.0,82.74521609790698,1,1.0,0.4,0.0,1,90.875,95.75,93.66666667,1,0,1,1,0,1,0
Local,No,50.0,82.74521609790698,7,1.0,0.4,0.0,1,93.875,98.11111111,96.30555556,1,0,1,1,0,1,0
Local,No,42.0,82.74521609790698,6,1.0,0.2,0.0,1,94.75,98.25,96.94444444,1,0,1,1,0,0,1
Local,No,40.0,82.74521609790698,6,1.0,0.4,0.0,0,56.25,0.0,93.33333333,1,0,1,1,0,1,0
Local,No,36.0,82.74521609790698,7,1.0,0.5,0.0,1,85.9,92.875,91.6,0,1,1,1,0,1,0
Local,No,23.0,82.74521609790698,4,1.166666667,0.0,0.0,1,85.15384615,88.08333333,88.7804878,0,1,1,0,1,1,0
Local,No,46.0,82.74521609790698,7,1.0,0.5,0.0,1,84.625,91.75,89.08333333,1,0,1,1,0,1,0
Local,No,23.0,82.74521609790698,6,1.0,0.0,0.0,1,89.0,90.375,89.91891892,1,0,1,0,1,1,0
Local,No,46.0,82.74521609790698,3,1.0,0.4,0.0,1,88.6,91.4,90.72222222,0,1,1,1,0,1,0
Local,No,36.0,82.74521609790698,6,1.0,0.3,0.2,0,57.57142857,0.0,57.9375,1,0,1,1,0,1,0
Local,No,38.0,82.74521609790698,6,1.0,0.2,0.0,1,93.125,93.0,93.75,1,0,1,1,0,0,1
SI: Nacional,Sí,40.0,82.74521609790698,1,1.0,0.5,0.0,1,82.33333333,88.875,86.96875,1,0,1,1,0,1,0
Local,No,36.0,82.74521609790698,7,1.0,0.5,0.2,1,84.0,86.6,88.66666667,0,1,1,1,0,1,0
Local,Sí,34.0,82.74521609790698,3,1.0,0.5,0.0,1,90.125,98.66666667,92.69565217,1,0,1,1,0,1,0
Local,No,36.0,82.74521609790698,5,1.0,0.5,0.0,1,85.875,93.125,90.17647059,1,0,1,1,0,1,0
Local,No,40.0,82.74521609790698,5,0.833333333,0.0,0.249999977,1,85.0,83.1,84.4,0,1,1,1,0,1,0
SI: Extranjero,No,40.0,82.74521609790698,6,1.0,0.0,0.0,1,92.6,93.9,93.94444444,0,1,1,1,0,1,0
Local,No,42.0,82.74521609790698,6,1.0,0.0,0.0,1,73.22222222,85.22222222,80.0,0,1,1,1,0,1,0
Local,No,34.0,82.74521609790698,6,1.0,0.0,0.0,1,85.8,86.0,87.80555556,0,1,1,1,0,1,0
SI: Nacional,No,0.0,87.0,6,1.0,0.2,0.0,1,79.75,94.33333333,87.33333333,1,0,1,1,0,1,0
SI: Nacional,No,0.0,81.0,6,0.666666667,0.0,0.0,0,88.0,0.0,92.5,0,1,1,1,0,1,0
Local,No,0.0,67.5,7,0.666666667,0.0,0.25,1,88.125,93.25,92.1,0,1,1,1,0,1,0
SI: Nacional,No,0.0,75.5,7,0.833333333,0.0,0.0,0,80.83333333,0.0,79.94444444,0,1,1,1,0,1,0
Local,No,0.0,92.5,7,1.0,0.0,0.0,0,96.0,0.0,96.0,0,1,1,1,0,1,0
SI: Nacional,No,0.0,96.0,7,1.0,0.5,0.0,1,88.25,98.22222222,92.94444444,1,0,1,1,0,1,0
SI: Nacional,No,50.0,82.74521609790698,4,0.875,0.0,0.0,1,89.6,81.125,85.51515152,1,0,1,0,1,1,0
Local,No,0.0,83.0,7,1.0,0.35,0.25,1,92.6,93.0,92.88888889,0,1,1,1,0,1,0
Local,Sin información,0.0,86.5,7,1.0,0.4,0.0,1,92.375,96.22222222,94.13888889,1,0,1,1,0,1,0
Local,No,0.0,82.5,7,1.0,0.2,0.2,1,88.75,88.33333333,88.77777778,1,0,1,1,0,1,0
Local,No,0.0,86.5,7,1.0,0.25,0.25,1,93.57142857,96.22222222,95.02777778,1,0,1,1,0,1,0
Local,No,0.0,98.0,7,1.0,0.7,0.0,1,95.375,98.77777778,96.58333333,1,0,1,1,0,1,0
SI: Nacional,No,0.0,98.0,7,1.0,0.5,0.0,1,95.66666667,97.9,96.61111111,0,1,1,1,0,1,0
Local,Sí,0.0,87.5,7,1.0,0.4,0.25,1,90.11111111,93.0,92.38888889,0,1,1,1,0,1,0
SI: Nacional,No,0.0,86.0,7,1.0,0.0,0.0,1,88.3,93.1,91.33333333,0,1,1,1,0,1,0
Local,No,0.0,84.5,5,1.0,0.0,0.0,1,86.71428571,90.33333333,90.11111111,1,0,1,1,0,1,0
SI: Nacional,No,0.0,86.5,4,1.0,0.0,0.0,1,89.3,96.66666667,92.83333333,0,1,1,1,0,1,0
Local,No,0.0,88.5,7,1.0,0.0,0.0,1,94.77777778,94.7,95.0,0,1,1,1,0,1,0
SI: Nacional,No,0.0,71.5,7,1.0,0.0,0.0,1,87.71428571,86.375,89.66666667,0,1,1,1,0,1,0
Local,No,0.0,57.0,7,1.0,0.0,0.0,0,92.11111111,0.0,89.16666667,0,1,1,1,0,1,0
Local,No,0.0,88.0,7,1.0,0.15,0.15,1,89.25,86.22222222,88.0,1,0,1,1,0,1,0
SI: Nacional,Sin información,0.0,76.5,7,1.0,0.0,0.0,1,87.8,90.11111111,89.95238095,0,1,1,1,0,1,0
Local,No,0.0,90.5,7,1.0,0.4,0.0,1,95.9,96.6,96.13888889,0,1,1,1,0,1,0
Local,No,0.0,77.5,7,1.0,0.2,0.2,0,97.0,0.0,97.0,0,1,1,1,0,1,0
Local,No,0.0,59.0,7,1.0,0.0,0.0,1,88.8,78.8,85.0,0,1,1,1,0,1,0
Local,No,0.0,91.0,7,1.0,0.25,0.25,1,96.42857143,97.33333333,96.88888889,1,0,1,1,0,1,0
Local,No,0.0,80.5,7,1.0,0.35,0.25,0,88.44444444,86.0,84.30434783,0,1,1,1,0,1,0
Local,No,0.0,96.0,7,1.0,0.4,0.0,1,90.0,97.33333333,93.69444444,1,0,1,1,0,1,0
SI: Nacional,No,0.0,70.0,7,1.0,0.2,0.0,1,93.5,92.33333333,92.91666667,0,1,1,1,0,1,0
Local,No,0.0,84.5,7,1.0,0.6,0.25,1,78.375,90.0,85.82857143,1,0,1,1,0,1,0
Local,No,0.0,82.0,7,1.0,0.2,0.2,1,93.4,94.2,93.88888889,0,1,1,1,0,1,0
Local,No,0.0,80.5,4,1.0,0.25,0.25,1,91.55555556,95.4,95.25,0,1,1,1,0,1,0
Local,No,0.0,79.0,5,1.0,0.4,0.1,1,89.83333333,97.83333333,93.83333333,0,1,1,1,0,1,0
SI: Nacional,No,0.0,71.5,7,1.0,0.0,0.0,1,88.0,85.875,88.58333333,0,1,1,1,0,1,0
Local,No,0.0,90.0,7,1.0,0.35,0.25,1,96.83333333,98.11111111,97.22222222,1,0,1,1,0,1,0
Local,No,0.0,94.5,7,1.0,0.4,0.0,1,89.85714286,94.0,91.38888889,1,0,1,1,0,1,0
Local,No,0.0,74.5,7,1.0,0.15,0.15,1,92.5,98.28571429,95.61538462,0,1,1,1,0,1,0
Local,No,0.0,75.5,7,1.0,0.2,0.2,1,83.125,88.0,86.68421053,1,0,1,1,0,1,0
SI: Nacional,No,0.0,70.5,7,1.0,0.15,0.0,1,92.33333333,94.375,93.05555556,0,1,1,1,0,1,0
Local,Sí,29.0,82.74521609790698,6,1.0,0.0,0.0,1,93.0,88.5,90.75,0,1,1,1,0,1,0
Local,No,0.0,50.0,7,1.0,0.4,0.0,1,85.88888889,87.33333333,87.0,0,1,1,1,0,1,0
Local,No,0.0,77.5,5,1.0,0.2,0.2,1,96.5,96.66666667,96.58333333,0,1,1,1,0,1,0
Local,No,0.0,88.5,7,1.0,0.45,0.25,1,95.9,95.8,96.25,0,1,1,1,0,1,0
Local,Sí,0.0,73.5,4,1.0,0.0,0.0,1,91.0,92.2,93.77777778,0,1,1,1,0,1,0
SI: Nacional,Sí,0.0,82.0,7,1.0,0.15,0.0,1,85.2,89.77777778,89.16666667,0,1,1,1,0,1,0
Local,No,0.0,79.0,7,1.0,0.0,0.0,0,86.25,0.0,88.11111111,1,0,1,0,1,1,0
Local,No,0.0,72.5,7,1.0,0.2,0.2,1,88.75,93.44444444,91.19444444,1,0,1,1,0,1,0
Local,No,0.0,74.5,7,1.0,0.0,0.0,1,88.0,85.2,86.6,0,1,1,1,0,1,0
Local,Sin información,0.0,73.5,3,1.0,0.0,0.0,1,93.66666667,97.5,95.58333333,0,1,1,1,0,1,0
SI: Nacional,No,0.0,79.0,7,1.0,0.0,0.0,1,87.42857143,93.375,91.5,0,1,1,1,0,1,0
Local,No,0.0,85.0,7,1.0,0.0,0.0,1,91.2,95.7,94.94444444,0,1,1,1,0,1,0
SI: Nacional,No,0.0,87.0,7,1.0,0.0,0.0,1,92.0,93.77777778,93.5,1,0,1,1,0,1,0
Local,No,0.0,74.0,7,1.0,0.15,0.15,1,81.7,92.3,86.66666667,0,1,1,1,0,1,0
SI: Nacional,No,34.0,74.5,7,1.0,0.15,0.0,1,79.3,79.7,83.94736842,0,1,1,1,0,1,0
Local,No,0.0,49.0,7,1.0,0.0,0.0,1,89.77777778,90.3,87.69444444,0,1,1,1,0,1,0
Local,No,0.0,65.0,4,0.666666667,0.0,0.0,1,86.875,90.7,89.93939394,0,1,1,1,0,1,0
Local,No,0.0,85.0,7,1.0,0.0,0.0,1,96.66666667,94.33333333,95.5,0,1,1,1,0,1,0
SI: Nacional,Sí,0.0,50.0,2,1.041666667,0.0,0.0,0,77.90909091,0.0,86.15789474,0,1,1,1,0,1,0
SI: Nacional,Sí,0.0,80.0,4,1.104166667,0.0,0.0,1,83.91666667,88.5,88.4,0,1,1,1,0,1,0
Local,No,0.0,84.0,7,1.0,0.1,0.1,1,92.6,92.6,93.61111111,0,1,1,1,0,1,0
Local,No,0.0,86.5,7,1.0,0.2,0.2,1,89.875,97.0,93.27777778,1,0,1,1,0,1,0
SI: Nacional,No,0.0,52.5,7,1.0,0.0,0.0,0,71.5,0.0,71.5,0,1,1,1,0,1,0
Local,Sí,34.0,82.74521609790698,3,1.0,0.2,0.0,1,91.42857143,96.11111111,93.52777778,1,0,1,1,0,0,1
Local,No,36.0,82.74521609790698,5,1.0,0.0,0.0,1,93.1,97.2,95.80555556,0,1,1,1,0,1,0
SI: Nacional,No,36.0,82.74521609790698,6,1.0,0.6,0.2,1,97.44444444,98.8,98.55555556,0,1,1,1,0,1,0
SI: Nacional,No,48.0,82.74521609790698,6,1.0,0.55,0.25,1,95.71428571,98.3,96.81081081,1,0,1,1,0,1,0
SI: Nacional,Sí,34.0,82.74521609790698,3,1.0,0.65,0.25,1,91.875,92.88888889,93.65789474,1,0,1,1,0,1,0
Local,No,30.0,82.74521609790698,5,1.0,0.25,0.25,1,90.875,93.33333333,92.61111111,1,0,1,1,0,1,0
Local,No,31.0,82.74521609790698,6,1.0,0.4,0.0,0,94.25,96.44444444,95.58333333,1,0,1,1,0,1,0
SI: Nacional,No,50.0,82.74521609790698,6,1.0,0.4,0.25,1,97.0,97.83333333,97.41666667,0,1,1,1,0,1,0
Local,No,36.0,82.74521609790698,3,1.0,0.4,0.2,1,95.0,98.22222222,96.08333333,1,0,1,1,0,1,0
Local,Sí,42.0,82.74521609790698,1,0.666666667,0.450000057,0.25,1,90.8,89.22222222,90.6,1,0,1,1,0,1,0
Local,No,40.0,82.74521609790698,6,1.0,0.25,0.25,1,91.3,91.9,93.27777778,0,1,1,1,0,1,0
Local,Sí,22.0,82.74521609790698,6,1.0,0.2,0.2,1,91.7,93.2,92.94444444,0,1,1,1,0,1,0
Local,No,40.0,82.74521609790698,6,1.0,0.35,0.25,0,84.125,91.33333333,86.6875,1,0,1,1,0,1,0
Local,No,35.0,82.74521609790698,5,1.0,0.25,0.25,1,96.33333333,98.66666667,97.5,0,1,1,1,0,1,0
SI: Nacional,No,42.0,82.74521609790698,7,1.0,0.15,0.15,1,92.71428571,94.44444444,93.19444444,1,0,1,1,0,1,0
Local,Sí,36.0,82.74521609790698,4,1.0,0.45,0.25,1,87.5,97.0,91.69444444,1,0,1,1,0,1,0
SI: Extranjero,No,50.0,82.74521609790698,7,1.0,0.0,0.0,1,96.0,96.6,96.69230769,0,1,1,1,0,1,0
Local,No,15.0,82.74521609790698,3,1.0,0.5,0.2,0,98.0,0.0,98.0,1,0,1,1,0,1,0
Local,No,29.0,82.74521609790698,4,1.0,0.35,0.25,1,96.16666667,97.16666667,96.66666667,0,1,1,1,0,1,0
SI: Extranjero,No,40.0,82.74521609790698,6,1.0,0.25,0.25,1,88.66666667,96.0,90.94444444,0,1,1,1,0,1,0
Local,Sí,38.0,82.74521609790698,1,1.0,0.2,0.0,1,95.57142857,95.55555556,95.55555556,1,0,1,1,0,0,1
Local,No,50.0,82.74521609790698,7,1.0,0.45,0.0,1,91.75,96.11111111,93.52777778,1,0,1,1,0,1,0
Local,No,50.0,82.74521609790698,6,1.0,0.0,0.0,1,98.28571429,97.11111111,97.16666667,1,0,1,1,0,1,0
Local,No,34.0,82.74521609790698,6,1.0,0.35,0.25,0,92.7,88.4,91.69444444,0,1,1,1,0,1,0
Local,No,36.0,82.74521609790698,7,1.0,0.0,0.0,1,95.16666667,97.5,96.33333333,0,1,1,1,0,1,0
SI: Nacional,No,40.0,82.74521609790698,3,1.0,0.0,0.0,1,87.375,96.5,92.5862069,0,1,1,1,0,1,0
Local,Sí,25.0,82.74521609790698,5,1.0,0.0,0.0,1,91.4,92.7,92.52777778,0,1,1,1,0,1,0
Local,Sin información,38.0,82.74521609790698,5,1.0,0.35,0.25,1,90.7,91.4,91.47222222,0,1,1,1,0,1,0
SI: Nacional,Sí,38.0,82.74521609790698,4,1.0,0.2,0.0,1,92.5,94.1,94.0,0,1,1,1,0,0,1
Local,Sí,25.0,82.74521609790698,6,1.0,0.35,0.25,0,95.66666667,98.33333333,97.0,0,1,1,1,0,1,0
Local,No,31.0,82.74521609790698,3,1.0,0.0,0.0,1,88.11111111,91.9,91.5,0,1,1,1,0,1,0
Local,No,22.0,82.74521609790698,6,1.0,0.45,0.25,1,90.125,97.66666667,93.69444444,1,0,1,1,0,1,0
Local,No,40.0,82.74521609790698,4,1.0,0.0,0.25,1,93.66666667,95.33333333,94.5,0,1,1,1,0,1,0
Local,No,40.0,82.74521609790698,6,1.0,0.65,0.25,1,86.25,86.11111111,86.26315789,1,0,1,1,0,1,0
SI: Nacional,No,40.0,82.74521609790698,4,1.0,0.55,0.25,1,98.83333333,99.16666667,99.02702703,0,1,1,1,0,1,0
Local,No,29.0,82.74521609790698,5,1.0,0.45,0.25,1,90.0,92.9,92.16666667,0,1,1,1,0,1,0
Local,No,50.0,82.74521609790698,6,1.0,0.15,0.15,1,88.25,93.44444444,90.75,1,0,1,1,0,1,0
Local,Sin información,29.0,82.74521609790698,3,1.0,0.55,0.25,1,84.0,91.375,88.86111111,1,0,1,1,0,1,0
Local,No,40.0,82.74521609790698,7,1.0,0.5,0.0,1,91.7,97.2,95.13888889,0,1,1,1,0,1,0
Local,No,26.0,82.74521609790698,4,1.0,0.8,0.1,1,77.5,74.125,78.78378378,1,0,1,1,0,1,0
Local,No,34.0,82.74521609790698,4,1.0,0.0,0.0,1,88.44444444,89.6,90.86111111,0,1,1,1,0,1,0
Local,No,50.0,82.74521609790698,1,1.0,0.0,0.0,1,92.8,92.0,92.66666667,0,1,1,1,0,1,0
Local,No,40.0,82.74521609790698,6,1.0,0.0,0.0,1,92.3,93.4,93.63888889,0,1,1,1,0,1,0
Local,No,50.0,82.74521609790698,6,1.0,0.35,0.25,1,87.75,92.0,89.94444444,1,0,1,1,0,1,0
Local,No,50.0,82.74521609790698,5,0.666666667,0.350000028,0.25,0,90.5,0.0,81.93333333,0,1,1,1,0,1,0
Local,No,31.0,82.74521609790698,5,1.0,0.0,0.0,1,73.77777778,90.25,83.11764706,1,0,1,1,0,1,0
Local,No,36.0,82.74521609790698,5,0.666666667,0.200000057,0.25,1,83.625,93.8,90.18181818,0,1,1,1,0,1,0
Local,No,35.0,82.74521609790698,6,1.0,0.2,0.0,1,93.28571429,95.88888889,94.36111111,1,0,1,1,0,1,0
Local,No,27.0,82.74521609790698,6,1.0,0.0,0.25,0,91.0,0.0,91.0,1,0,1,1,0,1,0
Local,No,50.0,82.74521609790698,6,1.0,0.0,0.0,1,92.11111111,67.2,94.58333333,0,1,1,1,0,1,0
Local,No,31.0,82.74521609790698,6,0.666666667,0.0,0.0,1,86.125,72.0,80.85185185,0,1,1,1,0,1,0
Local,Sí,36.0,82.74521609790698,6,0.666666667,0.200000057,0.200000057,1,91.5,93.3,92.90909091,0,1,1,1,0,1,0
Local,No,0.0,93.0,1,1.0,0.2,0.0,1,95.1,98.5,97.28205128,0,1,1,1,0,0,1
SI: Nacional,No,0.0,70.0,1,1.0,0.0,0.0,1,93.16666667,95.0,94.08333333,0,1,1,1,0,1,0
Local,No,46.0,82.74521609790698,6,1.0,0.4,0.0,1,89.4,94.0,92.88888889,0,1,1,1,0,1,0
Local,No,0.0,71.0,1,1.0,0.2,0.2,1,87.875,87.88888889,88.79487179,1,0,1,1,0,1,0
SI: Nacional,No,40.0,72.0,4,1.0,0.0,0.0,1,80.28571429,86.55555556,84.86111111,1,0,1,1,0,1,0
SI: Nacional,No,0.0,73.5,1,1.0,0.0,0.0,1,92.9,89.9,92.22222222,0,1,1,0,1,1,0
SI: Nacional,No,0.0,91.0,1,1.0,0.0,0.0,1,91.66666667,96.66666667,94.16666667,0,1,1,0,1,1,0
SI: Nacional,No,31.0,95.0,5,1.0,0.0,0.0,1,92.7,91.7,92.38888889,0,1,1,1,0,1,0
Local,No,0.0,72.5,1,1.0,0.0,0.2,1,91.4,93.9,92.48717949,0,1,1,1,0,1,0
Local,No,35.0,82.74521609790698,6,0.833333333,0.0,0.0,1,91.5,96.2,93.7,0,1,1,1,0,1,0
Local,Sí,0.0,75.5,1,1.0,0.2,0.1,1,89.9,92.8,91.02564103,0,1,1,1,0,1,0
Local,No,38.0,82.74521609790698,6,1.0,0.4,0.2,1,85.875,90.55555556,88.0,1,0,1,1,0,1,0
SI: Extranjero,No,28.0,82.74521609790698,6,1.0,0.25,0.25,0,0.0,0.0,0.0,0,1,1,1,0,1,0
Local,Sí,36.0,82.74521609790698,3,1.0,0.3,0.0,1,88.9,95.8,92.47222222,0,1,1,1,0,1,0
Local,No,50.0,82.74521609790698,2,1.0,0.1,0.1,0,70.75,0.0,67.44444444,1,0,1,1,0,1,0
Local,Sí,48.0,82.74521609790698,2,1.0,0.2,0.0,1,92.25,97.0,94.84615385,1,0,1,1,0,0,1
Local,No,44.0,82.74521609790698,5,1.0,0.35,0.25,1,90.2,96.1,93.36111111,0,1,1,1,0,1,0
Local,Sí,19.0,82.74521609790698,3,1.0,0.5,0.0,1,92.625,96.33333333,95.15384615,1,0,1,1,0,1,0
SI: Nacional,No,0.0,73.5,4,1.0,0.0,0.0,1,77.25,81.85714286,78.75,1,0,1,1,0,1,0
Local,No,0.0,96.0,7,1.0,0.35,0.25,1,97.5,98.9,98.33333333,0,1,1,1,0,1,0
SI: Nacional,No,50.0,82.74521609790698,1,1.0,0.0,0.25,1,76.75,85.125,80.5,1,0,1,1,0,1,0
SI: Nacional,No,50.0,89.0,7,1.041666667,0.149999997,0.149999997,1,89.875,91.11111111,92.11764706,0,1,1,1,0,1,0
SI: Nacional,No,0.0,95.5,7,1.0,0.25,0.25,1,95.375,97.66666667,96.77777778,1,0,1,1,0,1,0
SI: Nacional,No,0.0,98.0,7,1.0,0.0,0.0,1,94.3,94.3,94.72222222,0,1,1,1,0,1,0
SI: Nacional,No,0.0,82.0,3,1.0,0.0,0.0,0,87.25,98.0,91.41176471,0,1,1,1,0,1,0
SI: Nacional,No,42.0,82.74521609790698,3,1.0,0.9,0.0,1,84.57142857,91.14285714,89.47222222,0,1,1,1,0,1,0
SI: Nacional,Sí,0.0,80.5,7,1.0,0.0,0.0,1,91.5,92.9,92.72222222,0,1,1,1,0,1,0
SI: Nacional,No,36.0,95.5,7,1.0,0.25,0.25,1,89.9,92.2,92.41666667,0,1,1,1,0,1,0
SI: Nacional,No,0.0,81.0,7,1.0,0.0,0.0,0,88.0,0.0,85.8,0,1,1,1,0,1,0
SI: Nacional,No,50.0,90.5,7,1.104166667,0.25,0.25,1,82.36363636,85.3,87.1025641,0,1,1,1,0,1,0
SI: Nacional,No,0.0,89.5,7,1.0,0.6,0.0,1,85.57142857,91.875,89.44444444,0,1,1,1,0,1,0
SI: Nacional,No,0.0,99.0,7,1.0,0.5,0.0,1,97.0,97.33333333,97.33333333,0,1,1,1,0,1,0
SI: Nacional,No,0.0,80.5,7,1.0,0.4,0.0,1,87.3,95.22222222,92.18181818,0,1,1,1,0,1,0
SI: Nacional,No,0.0,99.5,7,1.0,0.6,0.0,1,98.875,97.77777778,98.88888889,1,0,1,1,0,1,0
Local,No,0.0,76.0,2,1.0,0.25,0.25,1,88.0,95.2,93.5,0,1,1,1,0,1,0
SI: Nacional,No,0.0,83.5,7,1.0,0.0,0.0,1,87.5,83.75,85.71428571,0,1,1,1,0,1,0
Local,No,0.0,90.0,1,1.0,0.5,0.1,1,92.28571429,90.22222222,90.97222222,1,0,1,1,0,1,0
SI: Nacional,No,0.0,91.0,7,1.0,0.4,0.0,1,91.0,94.4,92.08333333,0,1,1,1,0,1,0
Local,No,0.0,93.5,7,1.0,0.4,0.0,1,93.14285714,93.66666667,92.83333333,1,0,1,1,0,1,0
Local,No,0.0,83.5,7,1.0,0.55,0.25,1,95.2,96.5,96.22222222,0,1,1,1,0,1,0
SI: Nacional,No,0.0,81.0,7,1.0,0.0,0.0,1,79.9,86.6,82.33333333,0,1,1,1,0,1,0
SI: Nacional,Sí,0.0,78.0,3,1.041666667,0.0,0.0,1,87.66666667,74.83333333,78.33333333,0,1,1,1,0,1,0
SI: Nacional,No,0.0,95.0,7,1.0,0.5,0.25,1,92.85714286,96.33333333,95.51282051,1,0,1,1,0,1,0
SI: Nacional,Sin información,0.0,79.0,1,1.0,0.0,0.0,1,83.4,85.5,84.44444444,0,1,1,1,0,1,0
Local,No,50.0,82.74521609790698,3,1.0,0.55,0.25,0,94.57142857,95.0,94.66666667,1,0,1,1,0,1,0
Local,No,37.95509633,82.74521609790698,6,1.0,0.5,0.0,1,90.57142857,92.0,90.66666667,1,0,1,1,0,1,0
Local,No,46.0,82.74521609790698,4,1.0,0.45,0.25,1,91.0,94.6,94.33333333,0,1,1,1,0,1,0
Local,Sí,42.0,82.74521609790698,2,1.0,0.45,0.25,0,87.6,0.0,92.88888889,0,1,1,1,0,1,0
Local,No,13.0,82.74521609790698,4,1.0,0.25,0.25,1,87.28571429,88.88888889,87.52777778,1,0,1,1,0,1,0
Local,No,40.0,82.74521609790698,3,1.0,0.45,0.25,1,91.0,94.44444444,92.08333333,1,0,1,1,0,1,0
Local,Sí,29.0,82.74521609790698,4,1.0,0.25,0.25,1,91.5,96.8,95.25,0,1,1,1,0,1,0
Local,No,46.0,82.74521609790698,4,1.0,0.2,0.0,1,90.57142857,88.9,89.46153846,1,0,1,1,0,0,1
Local,No,38.0,82.74521609790698,5,1.0,0.0,0.0,1,89.5,95.3,93.27777778,0,1,1,1,0,1,0
Local,Sí,46.0,82.74521609790698,4,1.0,0.0,0.0,1,86.0,85.4,85.75,1,0,1,1,0,1,0
Local,No,40.0,82.74521609790698,6,1.0,0.0,0.0,1,91.0,95.4,94.33333333,0,1,1,1,0,1,0
SI: Nacional,Sí,35.0,82.74521609790698,1,1.0,0.0,0.0,1,90.8,95.2,94.66666667,0,1,1,0,1,1,0
Local,Sí,35.0,82.74521609790698,2,0.666666667,0.0,0.0,1,85.0,93.9,92.43333333,0,1,1,1,0,1,0
Local,No,50.0,82.74521609790698,6,1.0,0.4,0.0,1,86.125,87.33333333,87.13888889,1,0,1,1,0,1,0
Local,No,42.0,82.74521609790698,6,1.0,0.25,0.25,1,91.0,94.375,92.5,0,1,1,1,0,1,0
Local,No,40.0,82.74521609790698,6,1.0,0.0,0.0,1,84.2,79.0,84.94444444,0,1,1,1,0,1,0
Local,No,40.0,82.74521609790698,6,1.0,0.2,0.2,1,93.625,94.66666667,94.0,1,0,1,1,0,1,0
Local,No,30.0,82.74521609790698,6,0.875,0.4,0.0,1,89.0,90.44444444,90.44444444,1,0,1,1,0,1,0
Local,No,48.0,82.74521609790698,6,1.0,0.0,0.0,1,91.875,92.11111111,92.66666667,1,0,1,1,0,1,0
Local,No,46.0,82.74521609790698,3,1.0,0.0,0.0,1,91.5,90.33333333,90.91666667,0,1,1,1,0,1,0
Local,No,40.0,82.74521609790698,6,1.0,0.35,0.25,1,88.625,89.55555556,89.80555556,1,0,1,1,0,1,0
Local,No,36.0,82.74521609790698,6,1.0,0.1,0.1,1,92.8,90.4,93.0,0,1,1,1,0,1,0
Local,No,42.0,82.74521609790698,6,1.0,0.25,0.0,1,96.4,93.7,94.97222222,0,1,1,1,0,1,0
Local,No,32.0,82.74521609790698,6,1.0,0.25,0.25,1,87.42857143,91.5,90.61111111,0,1,1,1,0,1,0
Local,Sí,50.0,82.74521609790698,5,1.0,0.2,0.0,1,97.75,97.88888889,98.19444444,1,0,1,1,0,0,1
Local,No,50.0,82.74521609790698,6,1.0,0.4,0.0,1,95.5,94.88888889,95.72222222,0,1,1,1,0,1,0
Local,No,46.0,82.74521609790698,6,1.0,0.4,0.0,1,93.5,91.22222222,92.30555556,0,1,1,1,0,1,0
Local,No,42.0,82.74521609790698,7,1.0,0.4,0.2,1,97.5,99.44444444,98.36111111,1,0,1,1,0,1,0
Local,No,42.0,82.74521609790698,6,1.0,0.45,0.0,1,92.125,93.4,92.19444444,0,1,1,1,0,1,0
Local,No,41.0,82.74521609790698,3,1.0,0.45,0.25,1,92.16666667,92.83333333,92.5,0,1,1,1,0,1,0
Local,No,36.0,82.74521609790698,6,1.0,0.2,0.0,1,91.75,92.1,91.5,0,1,1,1,0,0,1
Local,No,36.0,82.74521609790698,5,1.0,0.0,0.0,1,90.33333333,92.9,90.22222222,0,1,1,1,0,1,0
Local,No,46.0,82.74521609790698,6,1.0,0.2,0.0,1,92.5,94.33333333,93.05555556,1,0,1,1,0,0,1
Local,No,17.0,82.74521609790698,4,1.0,0.45,0.25,1,88.0,89.0,89.19444444,1,0,1,1,0,1,0
Local,No,48.0,82.74521609790698,3,1.0,0.2,0.0,1,96.625,97.33333333,96.80555556,1,0,1,1,0,0,1
Local,No,40.0,82.74521609790698,6,1.0,0.35,0.25,1,95.16666667,95.66666667,95.41666667,0,1,1,1,0,1,0
Local,No,35.0,82.74521609790698,3,1.0,0.0,0.0,1,93.0,94.55555556,94.77777778,1,0,1,1,0,1,0
Local,No,40.0,82.74521609790698,1,1.0,0.4,0.0,0,93.625,97.11111111,96.25,1,0,1,1,0,1,0
Local,No,40.0,82.74521609790698,6,1.0,0.0,0.25,1,85.0,88.55555556,87.36111111,1,0,1,1,0,1,0
