Folio,Periodo,Genero,Region,Campus,Escuela,Programa_Ini,PrepaTEC,PAA,PNA,Edad,P_Beca,P_Prestamo,Life,PI,Experiencia,TOEFL,Promedio_Gr,Sueldo_Nominal,Sueldo_Real,,
QROARQ2342M,FJ20,Mujer,RCS,QRO,EAAD,ARQ,NO,1244,91,24,0.00,0.00,No,SI,Sí,550,90,15000,15471,,
MTYLED677A,FJ20,Mujer,RM,MTY,ECSG,LED,NO,1323,80,23,0.00,0.00,No,SI,Sí,550,82,30000,30942,,
MTYCPF957A,FJ20,Mujer,RM,MTY,EN,LCPF,NO,1197,88,22,0.00,0.40,No,SI,Sí,550,86,13500,13913,,
MTYLAF3735A,FJ20,Mujer,RM,MTY,EN,LAF,NO,1456,93,23,0.00,0.00,No,SI,Sí,587,90,23500,24128,,
CCMLAE4013Q,FJ20,Mujer,RCM,CCM,EN,LAE,NO,1515,93,28,0.00,0.00,No,SI,Sí,670,95,26000,26817,,
MTYIQA3523A,FJ20,Mujer,RM,MTY,EIC,IQA,SI,1560,94,23,0.00,0.00,No,NO,Sí,640,90,30000,30942,,
MTYLAE3706A,FJ20,Mujer,RM,MTY,EN,LAE,SI,1428,86,23,0.00,0.30,No,NO,Sí,557,87,10000,10306,,
MTYLIN2746A,FJ20,Mujer,RM,MTY,EN,LIN,SI,1399,83,24,0.00,0.00,No,NO,Sí,583,89,22500,23101,,
GDLLED2938W,FJ20,Mujer,RO,GDA,ECSG,LED,SI,1490,85,24,0.00,0.00,No,NO,Sí,513,91,10000,10267,,
CCMLCD2720Q,FJ20,Mujer,RCM,CCM,EHE,LCMD,SI,1268,77,24,0.00,0.00,No,SI,Sí,557,82,7000,7214,,
CCMLAF2829Q,FJ20,Mujer,RCM,CCM,EN,LAF,SI,1372,82,23,0.00,0.00,No,SI,Sí,600,88,18000,18481,,
CCMLEM2834Q,FJ20,Mujer,RCM,CCM,EN,LEM,SI,1196,82,22,0.00,0.00,No,SI,Sí,570,89,21000,21643,,
QROLDI2971M,FJ20,Mujer,RCS,QRO,EAAD,LDI,SI,1360,75,23,0.20,0.30,No,SI,Sí,550,87,15000,15471,,
MTYLEC1629A,FJ20,Mujer,RM,MTY,ECSG,LEC,SI,1272,91,23,0.00,0.00,No,SI,Sí,623,92,26000,26817,,
MTYIID1069A,FJ20,Mujer,RM,MTY,EIC,IID,SI,1337,85,22,0.00,0.00,No,SI,Sí,550,85,20000,20613,,
MTYIIS2345A,FJ20,Mujer,RM,MTY,EIC,IIS,SI,1423,90,24,0.00,0.00,No,SI,Sí,597,91,23000,23722,,
CEMLAD3547S,FJ20,Mujer,RCM,CEM,EAAD,LAD,SI,1444,93,23,0.20,0.20,No,SI,Sí,647,96,18000,18565,,
QROISC1851M,FJ20,Mujer,RCS,QRO,EIC,ISC,SI,1387,93,22,0.30,0.30,No,SI,Sí,540,93,22000,22691,,
TOLARQ3124O,FJ20,Hombre,RCS,TOL,EAAD,ARQ,NO,1207,76,23,0.00,0.00,Si,NO,No,550,87,10000,10314,,
TOLLED2133O,FJ20,Hombre,RCS,TOL,ECSG,LED,NO,1267,77,24,0.90,0.00,Si,NO,No,550,83,10000,10314,,
TOLIIS3110O,FJ20,Hombre,RCS,TOL,EIC,IIS,NO,1199,90,25,0.00,0.00,Si,NO,No,550,74,25000,25785,,
CHIIC3692E,FJ20,Hombre,RO,CHI,EIC,IC,NO,1334,95,23,0.00,0.00,Si,NO,No,520,87,17000,17534,,
LEOIIS144L,FJ20,Hombre,RO,LEO,EIC,IIS,NO,,,,0.00,0.00,Si,NO,No,560,,50000,51570,,
SINIBN1200Y,FJ20,Hombre,RO,SIN,EIC,IBN,NO,1313,82,24,0.00,0.00,Si,NO,No,550,78,7000,7214,,
HERLDE2210Z,FJ20,Hombre,RO,HER,EN,LCDE,NO,1125,84,24,0.05,0.15,Si,NO,No,550,85,12000,12368,,
HGOIIS2367J,FJ20,Hombre,RCS,HGO,EIC,IIS,NO,1349,90,23,0.20,0.20,Si,SI,No,600,92,23000,23704,,
SLPINT1310N,FJ20,Hombre,RCS,SLP,EIC,INT,NO,1316,83,25,0.00,0.00,Si,SI,No,550,74,27000,27848,,
TOLLDE3133O,FJ20,Hombre,RCS,TOL,EN,LCDE,NO,1322,75,29,0.00,0.30,Si,SI,No,550,78,15000,15459,,
LAGLIN2148F,FJ20,Hombre,RM,LAG,EN,LIN,NO,1398,86,25,0.05,0.05,Si,SI,No,590,82,22000,22674,,
AGSLIN22541,FJ20,Hombre,RO,AGS,EN,LIN,NO,1317,78,28,0.35,0.00,Si,SI,No,557,87,39170,40217,,
HERLDE2238Z,FJ20,Hombre,RO,HER,EN,LCDE,NO,1414,77,23,0.00,0.00,Si,SI,No,590,90,11500,11852,,
CHIIC1515E,FJ20,Hombre,RO,CHI,EIC,IC,SI,1020,77,23,0.00,0.00,Si,NO,No,523,84,12000,12368,,
TOLLEM3099O,FJ20,Hombre,RCS,TOL,EN,LEM,SI,1209,72,25,0.90,0.00,Si,SI,No,550,82,17000,17521,,
SALIMT3467G,FJ20,Hombre,RM,SAL,EIC,IMT,SI,1522,80,23,0.00,0.25,Si,SI,No,550,80,20000,20613,,
LEOIMT183L,FJ20,Hombre,RO,LEO,EIC,IMT,SI,1222,80,24,0.00,0.00,Si,SI,No,577,88,15000,15459,,
CMRLAE11128,FJ20,Hombre,RO,CMR,EN,LAE,SI,1403,77,23,0.00,0.00,Si,SI,No,550,82,12000,12368,,
VERIIS3645P,FJ20,Hombre,DR,CCV,EIC,IIS,NO,1409,98,23,0.60,0.00,Si,NO,Sí,550,93,15500,15975,,
TOLARQ3131O,FJ20,Hombre,RCS,TOL,EAAD,ARQ,NO,1196,80,24,0.00,0.30,Si,NO,Sí,550,86,5000,5157,,
CVAIDS3592T,FJ20,Hombre,RCS,CVA,EIC,IDS,NO,1568,96,23,0.70,0.00,Si,NO,Sí,550,90,5500,5673,,
CVAITC3579T,FJ20,Hombre,RCS,CVA,EIC,ITC,NO,1260,85,24,0.15,0.25,Si,NO,Sí,550,90,35000,36072,,
CVAITC3578T,FJ20,Hombre,RCS,CVA,EIC,ITC,NO,1298,81,24,0.00,0.00,Si,NO,Sí,550,86,24000,24735,,
HGOIIS3176J,FJ20,Hombre,RCS,HGO,EIC,IIS,NO,,,,0.00,0.00,Si,NO,Sí,550,,13710,14140,,
SLPINT3712N,FJ20,Hombre,RCS,SLP,EIC,INT,NO,1425,88,23,0.25,0.25,Si,NO,Sí,550,88,25000,25766,,
SLPINT1241N,FJ20,Hombre,RCS,SLP,EIC,INT,NO,,,,0.00,0.00,Si,NO,Sí,613,,18800,19302,,
TAMIMT3526H,FJ20,Hombre,RCS,TAM,EIC,IMT,NO,1305,67,25,0.00,0.00,Si,NO,Sí,550,83,36037,37168,,
TOLISC3157O,FJ20,Hombre,RCS,TOL,EIC,ISC,NO,1449,93,23,0.35,0.35,Si,NO,Sí,600,95,28000,28879,,
CVALAF3590T,FJ20,Hombre,RCS,CVA,EN,LAF,NO,1401,84,23,0.10,0.30,Si,NO,Sí,550,87,19100,19685,,
CVALAF3597T,FJ20,Hombre,RCS,CVA,EN,LAF,NO,1449,82,23,0.25,0.25,Si,NO,Sí,550,89,15000,15471,,
HGOCPF2336J,FJ20,Hombre,RCS,HGO,EN,LCPF,NO,1288,78,26,0.00,0.00,Si,NO,Sí,550,75,16000,16502,,
SLPLAE1268N,FJ20,Hombre,RCS,SLP,EN,LAE,NO,,,,0.00,0.00,Si,NO,Sí,550,,25000,25766,,
SLPLAE1257N,FJ20,Hombre,RCS,SLP,EN,LAE,NO,1423,90,27,0.00,0.40,Si,NO,Sí,550,83,40000,41256,,
SLPLDN1299N,FJ20,Hombre,RCS,SLP,EN,LDN,NO,,,,0.00,0.00,Si,NO,Sí,550,,25000,25766,,
SLPLIN1251N,FJ20,Hombre,RCS,SLP,EN,LIN,NO,,,,0.00,0.00,Si,NO,Sí,550,,,,,
TOLCPF3102O,FJ20,Hombre,RCS,TOL,EN,LCPF,NO,1189,86,25,0.00,0.00,Si,NO,Sí,550,84,10000,10314,,
TOLLDE3127O,FJ20,Hombre,RCS,TOL,EN,LCDE,NO,1216,70,24,0.70,0.20,Si,NO,Sí,550,81,13000,13398,,
TOLLDE3153O,FJ20,Hombre,RCS,TOL,EN,LCDE,NO,1300,86,24,0.70,0.00,Si,NO,Sí,550,83,18000,18551,,
TOLLIN2991O,FJ20,Hombre,RCS,TOL,EN,LIN,NO,1448,82,23,0.00,0.20,Si,NO,Sí,573,87,15000,15471,,
LAGARQ2165F,FJ20,Hombre,RM,LAG,EAAD,ARQ,NO,1313,85,22,0.25,0.25,Si,NO,Sí,520,88,12500,12893,,
LAGARQ2113F,FJ20,Hombre,RM,LAG,EAAD,ARQ,NO,,,,0.00,0.00,Si,NO,Sí,613,,16000,16502,,
LAGIBN2140F,FJ20,Hombre,RM,LAG,EIC,IBN,NO,1383,85,,0.00,0.00,Si,NO,Sí,600,81,10000,10306,,
LAGIIS2166F,FJ20,Hombre,RM,LAG,EIC,IIS,NO,1237,80,22,0.20,0.20,Si,NO,Sí,520,82,24000,24735,,
LAGIMT2153F,FJ20,Hombre,RM,LAG,EIC,IMT,NO,1453,98,22,0.60,0.00,Si,NO,Sí,550,92,16000,16502,,
SALIIS3483G,FJ20,Hombre,RM,SAL,EIC,IIS,NO,1256,90,24,0.30,0.30,Si,NO,Sí,550,84,25000,25766,,
SALIIS3496G,FJ20,Hombre,RM,SAL,EIC,IIS,NO,1366,76,22,0.00,0.00,Si,NO,Sí,550,85,23000,23722,,
SALIIS3488G,FJ20,Hombre,RM,SAL,EIC,IIS,NO,1539,92,22,0.60,0.10,Si,NO,Sí,550,84,21000,21643,,
SALIMT3481G,FJ20,Hombre,RM,SAL,EIC,IMT,NO,1193,79,23,0.25,0.25,Si,NO,Sí,550,79,25000,25766,,
HERLDI2209Z,FJ20,Hombre,RO,HER,EAAD,LDI,NO,1132,80,23,0.00,0.20,Si,NO,Sí,550,86,12500,12893,,
CHIIC3694E,FJ20,Hombre,RO,CHI,EIC,IC,NO,1381,75,24,0.25,0.25,Si,NO,Sí,550,90,16000,16502,,
CHIIIS1488E,FJ20,Hombre,RO,CHI,EIC,IIS,NO,1412,80,25,0.30,0.30,Si,NO,Sí,550,87,10000,10314,,
HERIIS2237Z,FJ20,Hombre,RO,HER,EIC,IIS,NO,1356,90,23,0.15,0.15,Si,NO,Sí,550,86,14116,14548,,
HERIMT2204Z,FJ20,Hombre,RO,HER,EIC,IMT,NO,1292,84,24,0.00,0.40,Si,NO,Sí,550,82,12000,12377,,
LEOIIS194L,FJ20,Hombre,RO,LEO,EIC,IIS,NO,1301,84,26,0.00,0.00,Si,NO,Sí,520,86,26000,27913,,
CHILIN1756E,FJ20,Hombre,RO,CHI,EN,LIN,NO,1311,89,22,0.00,0.00,Si,NO,Sí,550,90,16000,16490,,
CMRLAE11368,FJ20,Hombre,RO,CMR,EN,LAE,NO,1475,91,23,0.20,0.00,Si,NO,Sí,573,90,10000,10314,,
HERLAE2225Z,FJ20,Hombre,RO,HER,EN,LAE,NO,1204,80,23,0.00,0.00,Si,NO,Sí,550,88,17300,17830,,
HERLDE2208Z,FJ20,Hombre,RO,HER,EN,LCDE,NO,1332,84,26,0.00,0.00,Si,NO,Sí,550,77,15519,15995,,
HERLMC2200Z,FJ20,Hombre,RO,HER,EN,LMC,NO,1359,86,25,0.15,0.25,Si,NO,Sí,550,87,10000,10306,,
HGOITI2361J,FJ20,Hombre,RCS,HGO,EIC,ITI,NO,1494,91,22,0.04,0.00,Si,NO,Sí,550,92,22000,22674,,
TOLIIS3156O,FJ20,Hombre,RCS,TOL,EIC,IIS,NO,1466,95,24,0.20,0.00,Si,NO,Sí,550,94,15000,15459,,
LAGIMT2141F,FJ20,Hombre,RM,LAG,EIC,IMT,NO,1455,93,23,0.45,0.25,Si,NO,Sí,550,94,20000,20628,,
SALIMT3492G,FJ20,Hombre,RM,SAL,EIC,IMT,NO,1416,90,23,0.20,0.00,Si,NO,Sí,550,92,23000,23704,,
CVALAD3567T,FJ20,Hombre,RCS,CVA,EAAD,LAD,NO,1348,89,25,0.15,0.25,Si,SI,Sí,607,88,12500,12883,,
CVAIMT3600T,FJ20,Hombre,RCS,CVA,EIC,IMT,NO,1381,93,22,0.15,0.25,Si,SI,Sí,550,89,13000,13398,,
CVAIMT3593T,FJ20,Hombre,RCS,CVA,EIC,IMT,NO,1519,85,24,0.20,0.20,Si,SI,Sí,613,91,14000,14429,,
CVAIMT3598T,FJ20,Hombre,RCS,CVA,EIC,IMT,NO,1404,98,23,0.04,0.00,Si,SI,Sí,623,91,22000,22691,,
CVAITC3577T,FJ20,Hombre,RCS,CVA,EIC,ITC,NO,1337,91,24,0.00,0.00,Si,SI,Sí,600,84,0,0,,
HGOIIS2362J,FJ20,Hombre,RCS,HGO,EIC,IIS,NO,1159,87,23,0.70,0.00,Si,SI,Sí,537,87,20000,20628,,
SLPIIS1267N,FJ20,Hombre,RCS,SLP,EIC,IIS,NO,1321,89,22,0.00,0.00,Si,SI,Sí,550,89,60000,61838,,
SLPIMT3722N,FJ20,Hombre,RCS,SLP,EIC,IMT,NO,1420,96,23,0.20,0.00,Si,SI,Sí,550,89,10000,10314,,
SLPINT3711N,FJ20,Hombre,RCS,SLP,EIC,INT,NO,1362,81,23,0.15,0.15,Si,SI,Sí,597,90,10000,10306,,
SLPINT1313N,FJ20,Hombre,RCS,SLP,EIC,INT,NO,1245,75,25,0.00,0.00,Si,SI,Sí,603,82,19000,19582,,
TAMIMT216H,FJ20,Hombre,RCS,TAM,EIC,IMT,NO,1322,91,22,0.20,0.20,Si,SI,Sí,550,92,25000,25785,,
TOLIBT3148O,FJ20,Hombre,RCS,TOL,EIC,IBT,NO,1301,91,24,0.20,0.00,Si,SI,Sí,550,91,14000,14440,,
TOLIIS3160O,FJ20,Hombre,RCS,TOL,EIC,IIS,NO,1362,81,23,0.00,0.00,Si,SI,Sí,617,87,24000,24735,,
SLPLMC3715N,FJ20,Hombre,RCS,SLP,EN,LMC,NO,1272,77,24,0.20,0.20,Si,SI,Sí,550,93,0,0,,
TOLCPF3077O,FJ20,Hombre,RCS,TOL,EN,LCPF,NO,1342,83,,0.00,0.00,Si,SI,Sí,550,88,1,1,,
TOLCPF3104O,FJ20,Hombre,RCS,TOL,EN,LCPF,NO,1470,86,24,0.20,0.20,Si,SI,Sí,550,92,18000,18565,,
LAGARQ2168F,FJ20,Hombre,RM,LAG,EAAD,ARQ,NO,1449,90,24,0.30,0.30,Si,SI,Sí,630,91,16000,16502,,
LAGIBN2161F,FJ20,Hombre,RM,LAG,EIC,IBN,NO,1312,93,22,0.35,0.35,Si,SI,Sí,550,90,10000,10314,,
SALIIS3479G,FJ20,Hombre,RM,SAL,EIC,IIS,NO,1263,75,25,0.00,0.50,Si,SI,Sí,550,77,15000,15401,,
LAGLAF2135F,FJ20,Hombre,RM,LAG,EN,LAF,NO,1365,74,24,0.00,0.00,Si,SI,Sí,550,74,15000,15401,,
LAGLDN2138F,FJ20,Hombre,RM,LAG,EN,LDN,NO,1226,87,24,0.00,0.00,Si,SI,Sí,557,81,22000,22691,,
LAGLIN2171F,FJ20,Hombre,RM,LAG,EN,LIN,NO,1301,83,23,0.15,0.00,Si,SI,Sí,550,81,20000,20613,,
HERARQ755Z,FJ20,Hombre,RO,HER,EAAD,ARQ,NO,1420,84,24,0.10,0.20,Si,SI,Sí,550,86,25196,25968,,
CHIIBT3696E,FJ20,Hombre,RO,CHI,EIC,IBT,NO,1303,90,23,0.00,0.00,Si,SI,Sí,550,92,8000,8245,,
CHIIBT3688E,FJ20,Hombre,RO,CHI,EIC,IBT,NO,1441,95,23,0.70,0.00,Si,SI,Sí,550,95,31038,32013,,
CHIIC3675E,FJ20,Hombre,RO,CHI,EIC,IC,NO,1561,96,23,0.80,0.00,Si,SI,Sí,580,91,11751,12111,,
CHIIIS3658E,FJ20,Hombre,RO,CHI,EIC,IIS,NO,1316,82,,0.20,0.20,Si,SI,Sí,547,81,13500,13913,,
CHIIIS3691E,FJ20,Hombre,RO,CHI,EIC,IIS,NO,1442,96,23,0.20,0.00,Si,SI,Sí,550,91,15500,15975,,
CHIIMT3684E,FJ20,Hombre,RO,CHI,EIC,IMT,NO,1449,97,23,0.20,0.00,Si,SI,Sí,,95,22500,23207,,
CHIIMT3685E,FJ20,Hombre,RO,CHI,EIC,IMT,NO,1367,94,23,0.70,0.10,Si,SI,Sí,600,92,,,,
HERIIS2226Z,FJ20,Hombre,RO,HER,EIC,IIS,NO,1444,90,23,0.30,0.30,Si,SI,Sí,550,87,18000,18551,,
HERIMT756Z,FJ20,Hombre,RO,HER,EIC,IMT,NO,1459,93,23,0.15,0.15,Si,SI,Sí,550,87,23732,24478,,
LEOIIS201L,FJ20,Hombre,RO,LEO,EIC,IIS,NO,1332,89,24,0.35,0.35,Si,SI,Sí,520,82,16000,16490,,
LEOIIS193L,FJ20,Hombre,RO,LEO,EIC,IIS,NO,1363,79,23,0.00,0.00,Si,SI,Sí,550,84,28000,28748,,
LEOIMT222L,FJ20,Hombre,RO,LEO,EIC,IMT,NO,1464,82,23,0.00,0.00,Si,SI,Sí,627,92,33000,33882,,
SINIIS1205Y,FJ20,Hombre,RO,SIN,EIC,IIS,NO,1423,94,23,0.30,0.30,Si,SI,Sí,557,87,13500,13913,,
CHILIN3690E,FJ20,Hombre,RO,CHI,EN,LIN,NO,1401,92,24,0.04,0.00,Si,SI,Sí,550,92,23000,23722,,
HERLIN729Z,FJ20,Hombre,RO,HER,EN,LIN,NO,1311,83,23,0.40,0.00,Si,SI,Sí,550,90,21800,22485,,
HERLIN716Z,FJ20,Hombre,RO,HER,EN,LIN,NO,1393,81,25,0.00,0.00,Si,SI,Sí,563,84,9000,9276,,
LEOLIN229L,FJ20,Hombre,RO,LEO,EN,LIN,NO,1246,81,24,0.00,0.00,Si,SI,Sí,560,93,10500,10830,,
TOLLED3165O,FJ20,Hombre,RCS,TOL,ECSG,LED,NO,1430,83,23,0.15,0.15,Si,SI,Sí,563,92,16000,16502,,
SLPINT3719N,FJ20,Hombre,RCS,SLP,EIC,INT,NO,1401,92,23,0.04,0.00,Si,SI,Sí,550,91,15000,15459,,
TOLIMT3145O,FJ20,Hombre,RCS,TOL,EIC,IMT,NO,1403,92,22,0.20,0.00,Si,SI,Sí,553,92,22000,22691,,
SINIIS1210Y,FJ20,Hombre,RO,SIN,EIC,IIS,NO,1321,100,23,0.30,0.30,Si,SI,Sí,550,94,15000,15471,,
TOLARQ1150O,FJ20,Hombre,RCS,TOL,EAAD,ARQ,SI,1453,76,28,0.00,0.25,Si,NO,Sí,557,84,10000,10267,,
TAMIMT3525H,FJ20,Hombre,RCS,TAM,EIC,IMT,SI,1468,85,23,0.45,0.25,Si,NO,Sí,550,93,24000,24754,,
TOLIDA3027O,FJ20,Hombre,RCS,TOL,EIC,IDA,SI,1369,87,24,0.10,0.10,Si,NO,Sí,600,89,20000,20628,,
TOLIIS3048O,FJ20,Hombre,RCS,TOL,EIC,IIS,SI,1433,87,23,0.45,0.25,Si,NO,Sí,550,87,18000,18565,,
TOLIIS3075O,FJ20,Hombre,RCS,TOL,EIC,IIS,SI,1594,91,22,0.00,0.25,Si,NO,Sí,607,84,19080,19679,,
TOLIMA2985O,FJ20,Hombre,RCS,TOL,EIC,IMA,SI,1601,93,23,0.00,0.25,Si,NO,Sí,550,88,15000,15471,,
TOLIMT3042O,FJ20,Hombre,RCS,TOL,EIC,IMT,SI,1316,86,23,0.00,0.25,Si,NO,Sí,550,85,20000,20628,,
TOLIMT3097O,FJ20,Hombre,RCS,TOL,EIC,IMT,SI,1560,89,23,0.30,0.30,Si,NO,Sí,633,90,20000,20628,,
CVALAE3550T,FJ20,Hombre,RCS,CVA,EN,LAE,SI,1310,81,24,0.15,0.15,Si,NO,Sí,550,89,8000,8245,,
CVALAF3539T,FJ20,Hombre,RCS,CVA,EN,LAF,SI,1657,89,24,0.30,0.40,Si,NO,Sí,557,87,18000,18551,,
LAGLDI2110F,FJ20,Hombre,RM,LAG,EAAD,LDI,SI,1260,73,24,0.00,0.00,Si,NO,Sí,550,81,12000,12377,,
SALIIS3453G,FJ20,Hombre,RM,SAL,EIC,IIS,SI,1334,86,23,0.30,0.40,Si,NO,Sí,567,81,30000,30942,,
AGSIIS35111,FJ20,Hombre,RO,AGS,EIC,IIS,SI,1724,84,24,0.00,0.00,Si,NO,Sí,620,86,23000,23704,,
CHIIMA266E,FJ20,Hombre,RO,CHI,EIC,IMA,SI,1238,77,22,0.00,0.00,Si,NO,Sí,550,85,35000,36099,,
CHIIMA265E,FJ20,Hombre,RO,CHI,EIC,IMA,SI,1516,83,23,0.30,0.25,Si,NO,Sí,553,88,15000,15471,,
HERIIS730Z,FJ20,Hombre,RO,HER,EIC,IIS,SI,1184,82,23,0.00,0.00,Si,NO,Sí,557,82,15000,15471,,
HERIMT720Z,FJ20,Hombre,RO,HER,EIC,IMT,SI,1438,82,25,0.00,0.20,Si,NO,Sí,560,81,12000,12377,,
CHILAF244E,FJ20,Hombre,RO,CHI,EN,LAF,SI,1391,83,29,0.25,0.25,Si,NO,Sí,540,72,30000,30919,,
LEOLAF155L,FJ20,Hombre,RO,LEO,EN,LAF,SI,1476,87,24,0.35,0.35,Si,NO,Sí,550,89,23000,23722,,
SINLAF1188Y,FJ20,Hombre,RO,SIN,EN,LAF,SI,1411,79,23,0.00,0.00,Si,NO,Sí,550,88,22000,22588,,
TOLLEM3128O,FJ20,Hombre,RCS,TOL,EN,LEM,SI,1598,91,23,0.20,0.00,Si,NO,Sí,550,94,16000,16490,,
CHIIMA262E,FJ20,Hombre,RO,CHI,EIC,IMA,SI,1508,90,23,0.40,0.10,Si,NO,Sí,643,92,20,20,,
CDJIMT2181D,FJ20,Hombre,DR,CDJ,EIC,IMT,SI,1499,97,22,0.30,0.30,Si,SI,Sí,593,90,21000,21659,,
TOLLED2981O,FJ20,Hombre,RCS,TOL,ECSG,LED,SI,1190,76,24,0.00,0.00,Si,SI,Sí,550,79,10000,10314,,
HGOITI2301J,FJ20,Hombre,RCS,HGO,EIC,ITI,SI,1454,94,23,0.25,0.25,Si,SI,Sí,607,91,26781,27622,,
SLPIIS1261N,FJ20,Hombre,RCS,SLP,EIC,IIS,SI,1510,91,23,0.80,0.00,Si,SI,Sí,563,90,18000,18551,,
SLPIIS1273N,FJ20,Hombre,RCS,SLP,EIC,IIS,SI,1302,82,23,0.00,0.00,Si,SI,Sí,567,83,7000,7214,,
SLPIIS1253N,FJ20,Hombre,RCS,SLP,EIC,IIS,SI,1415,87,25,0.00,0.00,Si,SI,Sí,600,84,15000,15459,,
SLPIIS1290N,FJ20,Hombre,RCS,SLP,EIC,IIS,SI,1455,95,23,0.10,0.00,Si,SI,Sí,623,94,23000,23722,,
SLPIIS1295N,FJ20,Hombre,RCS,SLP,EIC,IIS,SI,1489,93,23,0.60,0.00,Si,SI,Sí,643,92,12000,12377,,
TAMIIS3517H,FJ20,Hombre,RCS,TAM,EIC,IIS,SI,1398,85,23,0.15,0.15,Si,SI,Sí,550,88,15000,15471,,
TAMIIS3520H,FJ20,Hombre,RCS,TAM,EIC,IIS,SI,1392,79,23,0.00,0.00,Si,SI,Sí,593,85,6000,6184,,
TAMIMT129H,FJ20,Hombre,RCS,TAM,EIC,IMT,SI,1304,80,23,0.00,0.00,Si,SI,Sí,563,85,10000,10314,,
TAMIMT128H,FJ20,Hombre,RCS,TAM,EIC,IMT,SI,1442,93,23,0.35,0.00,Si,SI,Sí,570,92,33000,34011,,
TOLIIS1478O,FJ20,Hombre,RCS,TOL,EIC,IIS,SI,1524,80,27,0.00,0.00,Si,SI,Sí,520,82,25400,26198,,
TOLIMA3082O,FJ20,Hombre,RCS,TOL,EIC,IMA,SI,1442,90,23,0.25,0.25,Si,SI,Sí,567,90,13000,13347,,
TOLIMT3088O,FJ20,Hombre,RCS,TOL,EIC,IMT,SI,1444,89,23,0.20,0.30,Si,SI,Sí,550,87,18500,19081,,
SLPLDN1298N,FJ20,Hombre,RCS,SLP,EN,LDN,SI,1261,76,23,0.00,0.00,Si,SI,Sí,550,84,12000,12368,,
TAMLIN102H,FJ20,Hombre,RCS,TAM,EN,LIN,SI,1417,80,24,0.25,0.25,Si,SI,Sí,557,83,16000,16502,,
LAGLDE2137F,FJ20,Hombre,RM,LAG,EN,LCDE,SI,1297,76,23,0.00,0.00,Si,SI,Sí,550,80,16000,16490,,
LAGLDN2115F,FJ20,Hombre,RM,LAG,EN,LDN,SI,1662,74,25,0.00,0.00,Si,SI,Sí,570,81,30000,30919,,
CHIIMA270E,FJ20,Hombre,RO,CHI,EIC,IMA,SI,1324,81,22,0.90,0.00,Si,SI,Sí,643,88,18000,18481,,
LEOIIS197L,FJ20,Hombre,RO,LEO,EIC,IIS,SI,1631,81,22,0.30,0.30,Si,SI,Sí,567,89,14000,14429,,
CHILAF1532E,FJ20,Hombre,RO,CHI,EN,LAF,SI,1223,81,23,0.25,0.25,Si,SI,Sí,603,89,18000,18551,,
LEOLMC163L,FJ20,Hombre,RO,LEO,EN,LMC,SI,1435,83,24,0.00,0.00,Si,SI,Sí,587,90,13000,13398,,
CVAIIS3549T,FJ20,Hombre,RCS,CVA,EIC,IIS,SI,1455,92,23,0.00,0.00,Si,SI,Sí,647,95,7194,7414,,
SLPIIS1281N,FJ20,Hombre,RCS,SLP,EIC,IIS,SI,1452,93,23,0.20,0.20,Si,SI,Sí,623,96,15000,15459,,
TOLISC3073O,FJ20,Hombre,RCS,TOL,EIC,ISC,SI,1569,94,24,0.80,0.00,Si,SI,Sí,657,96,24766,25524,,
CHILED263E,FJ20,Hombre,RO,CHI,ECSG,LED,SI,1578,88,23,0.30,0.30,Si,SI,Sí,640,91,8000,8245,,
CHIIBT258E,FJ20,Hombre,RO,CHI,EIC,IBT,SI,1488,98,23,0.70,0.00,Si,SI,Sí,630,97,24000,24754,,
LEOIMT187L,FJ20,Hombre,RO,LEO,EIC,IMT,SI,1706,95,23,0.80,0.00,Si,SI,Sí,587,94,14000,14440,,
CEMIMT3322S,FJ20,Hombre,RCM,CEM,EIC,IMT,NO,1394,81,,0.00,0.00,Si,NO,No,520,83,20000,21471,,
CCMLAF2920Q,FJ20,Hombre,RCM,CCM,EN,LAF,NO,1355,60,25,0.00,0.00,Si,NO,No,570,84,10000,10314,,
CCMLMC2350Q,FJ20,Hombre,RCM,CCM,EN,LMC,NO,1293,80,23,0.00,0.00,Si,NO,No,550,81,12000,12321,,
CEMLEM3434S,FJ20,Hombre,RCM,CEM,EN,LEM,NO,1166,82,24,0.00,0.00,Si,NO,No,550,87,20000,20534,,
CSFLAE9902,FJ20,Hombre,RCM,CSF,EN,LAE,NO,1248,85,24,0.00,0.00,Si,NO,No,580,87,10000,10306,,
CSFLIN8762,FJ20,Hombre,RCM,CSF,EN,LIN,NO,1292,71,25,0.00,0.00,Si,NO,No,570,83,25000,25785,,
QROIIS4052M,FJ20,Hombre,RCS,QRO,EIC,IIS,NO,,,,0.00,0.00,Si,NO,No,550,,21000,21659,,
QROIMA2630M,FJ20,Hombre,RCS,QRO,EIC,IMA,NO,1284,80,24,0.00,0.00,Si,NO,No,550,86,13710,14140,,
QROIMT1927M,FJ20,Hombre,RCS,QRO,EIC,IMT,NO,,,,0.00,0.00,Si,NO,No,550,,2800,2886,,
QROIMT4104M,FJ20,Hombre,RCS,QRO,EIC,IMT,NO,1433,98,23,0.20,0.00,Si,NO,No,550,90,10000,10314,,
MTYLED675A,FJ20,Hombre,RM,MTY,ECSG,LED,NO,1260,84,24,0.00,0.00,Si,NO,No,550,84,6000,6188,,
