Folio,Periodo,Nivel,PrepaTEC,Escuela,Genero,Edad,Foraneo,FGS,Rubrica_CyE,PromMate,Ingles,FTE,P_Beca,P_Prestamo,HijoMilitar,Prog_Lider,Retencion1erA,Prom1erSem,Prom2doSem,Prom1erA
BCFDDJBB,AD19,Profesional,NO,EIC,Femenino,17.76388889,SI: Nacional,No,50,NA,4,0.875,0,0,SI,NO,1,89.6,81.125,85.51515152
BCFDDJBD,AD19,Profesional,SI,EN,Femenino,18.11111111,Local,No,,83,7,1,0.35,0.25,NO,NO,1,92.6,93,92.88888889
BCFDDJBH,AD19,Profesional,SI,EIC,Femenino,18.07777778,Local,Sin información,,86.5,7,1,0.4,0,NO,NO,1,92.375,96.22222222,94.13888889
BCFDDJDC,AD19,Profesional,SI,EIC,Femenino,18.93333333,Local,No,,82.5,7,1,0.2,0.2,NO,NO,1,88.75,88.33333333,88.77777778
BCFDDJDD,AD19,Profesional,SI,EIC,Femenino,17.82222222,Local,No,,86.5,7,1,0.25,0.25,NO,NO,1,93.57142857,96.22222222,95.02777778
BCFDDJED,AD19,Profesional,SI,EIC,Femenino,17.6,Local,No,,98,7,1,0.7,0,NO,NO,1,95.375,98.77777778,96.58333333
BCFDDJEJ,AD19,Profesional,SI,ECSG,Masculino,18.16388889,SI: Nacional,No,,86.5,7,1,0.4,0,NO,NO,1,92.16666667,95.375,94.13888889
BCFDDJFB,AD19,Profesional,SI,EN,Femenino,18.85,SI: Nacional,No,,98,7,1,0.5,0,NO,NO,1,95.66666667,97.9,96.61111111
BCFDDJFC,AD19,Profesional,SI,EN,Femenino,18.20277778,Local,Sí,,87.5,7,1,0.4,0.25,NO,NO,1,90.11111111,93,92.38888889
BCFDDJFK,AD19,Profesional,SI,EHE-EAAD,Masculino,18.91666667,SI: Nacional,No,,86,7,1,0.15,0,NO,NO,1,89.83333333,91.16666667,90.5
BCFDDJGC,AD19,Profesional,SI,EHE-EAAD,Masculino,19.40277778,Local,No,,74.5,7,1,0,0,NO,NO,1,90.33333333,94.16666667,92.25
BCFDDJGE,AD19,Profesional,SI,EHE-EAAD,Masculino,17.71666667,Local,No,,68.5,7,1,0,0,NO,NO,1,83.8,81.5,82.54545455
BCFDDJGH,AD19,Profesional,SI,EN,Femenino,18.68888889,SI: Nacional,No,,86,7,1,0,0,NO,NO,1,88.3,93.1,91.33333333
BCFDDJGJ,AD19,Profesional,SI,EIC,Femenino,18.90555556,Local,No,,84.5,5,1,0,0,NO,NO,1,86.71428571,90.33333333,90.11111111
BCFDDJHC,AD19,Profesional,SI,EIC,Masculino,17.74722222,Local,No,,74.5,7,1,0.9,0,NO,NO,1,84,92.22222222,88.94444444
BCFDDJHJ,AD19,Profesional,SI,EN,Femenino,18.44722222,SI: Nacional,No,,86.5,4,1,0,0,NO,NO,1,89.3,96.66666667,92.83333333
BCFDDJHK,AD19,Profesional,SI,EIC,Masculino,17.61388889,Local,No,,88,7,1,0,0,NO,NO,0,81,0,79.83333333
BCFDDJIC,AD19,Profesional,SI,EN,Femenino,18.64166667,Local,No,,88.5,7,1,0,0,NO,NO,1,94.77777778,94.7,95
BCFDDJID,AD19,Profesional,SI,ECSG,Femenino,18.925,SI: Nacional,No,,71.5,7,1,0,0,NO,NO,1,87.71428571,86.375,89.66666667
BCFDDJIH,AD19,Profesional,SI,EIC,Masculino,18.78611111,Local,No,,92,7,1,0.5,0,NO,NO,1,84.625,93.55555556,90.30769231
BCFDDJII,AD19,Profesional,SI,EN,Femenino,18.68333333,Local,No,,57,7,1,0,0,NO,NO,0,92.11111111,0,89.16666667
BCFDDJIK,AD19,Profesional,SI,EIC,Femenino,18.325,Local,No,,88,7,1,0.15,0.15,NO,NO,1,89.25,86.22222222,88
BCFDDJJB,AD19,Profesional,SI,EIC,Masculino,17.95555556,Local,No,,96.5,7,1,0.5,0,NO,NO,1,95.85714286,95.44444444,95.55555556
BCFDDJJC,AD19,Profesional,SI,EN,Femenino,19.41111111,SI: Nacional,Sin información,,76.5,7,1,0,0,NO,NO,1,87.8,90.11111111,89.95238095
BCFDDJJE,AD19,Profesional,SI,EN,Femenino,18.31944444,Local,No,,90.5,7,1,0.4,0,NO,NO,1,95.9,96.6,96.13888889
BCFDDJJG,AD19,Profesional,SI,EIC,Masculino,19.34444444,SI: Nacional,No,,91,7,1,0.4,0,NO,NO,1,95.375,94,95.17948718
BCFDDJJH,AD19,Profesional,SI,EHE-EAAD,Femenino,19.18055556,Local,No,,77.5,7,1,0.2,0.2,NO,NO,0,97,0,97
BCFDDJJI,AD19,Profesional,SI,EN,Femenino,19.12222222,Local,No,,59,7,1,0,0,NO,NO,1,88.8,78.8,85
BCFDDJJJ,AD19,Profesional,SI,EIC,Femenino,18.74722222,Local,No,,91,7,1,0.25,0.25,NO,NO,1,96.42857143,97.33333333,96.88888889
BCFDDJKB,AD19,Profesional,SI,EN,Masculino,19.36944444,SI: Nacional,No,,85.5,7,1,0.2,0,NO,NO,0,89.83333333,0,90.7
BCFDDJKC,AD19,Profesional,SI,EN,Femenino,17.97777778,Local,No,,80.5,7,1,0.35,0.25,NO,NO,0,88.44444444,86,84.30434783
BCFDDJKF,AD19,Profesional,SI,EIC,Femenino,18.27777778,Local,No,,96,7,1,0.4,0,NO,NO,1,90,97.33333333,93.69444444
BCFDDKBC,AD19,Profesional,SI,EHE-EAAD,Femenino,19.01388889,SI: Nacional,No,,70,7,1,0.2,0,NO,NO,1,93.5,92.33333333,92.91666667
BCFDDKBE,AD19,Profesional,SI,EIC,Masculino,18.55,Local,No,,71,7,1,0,0,NO,NO,1,86.28571429,85.66666667,87.30555556
BCFDDKBG,AD19,Profesional,SI,EIC,Masculino,18.35833333,Local,No,,86.5,6,0.666666667,0.350000028,0.25,NO,NO,1,96,97.375,96.91666667
BCFDDKBH,AD19,Profesional,SI,EIC,Femenino,18.51944444,Local,No,,84.5,7,1,0.6,0.25,NO,NO,1,78.375,90,85.82857143
BCFDDKBI,AD19,Profesional,SI,EN,Femenino,19.50555556,Local,No,,82,7,1,0.2,0.2,NO,NO,1,93.4,94.2,93.88888889
BCFDDKCC,AD19,Profesional,SI,EN,Femenino,19.19444444,Local,No,,80.5,4,1,0.25,0.25,NO,NO,1,91.55555556,95.4,95.25
BCFDDKCD,AD19,Profesional,SI,EHE-EAAD,Femenino,19.43888889,Local,No,,79,5,1,0.4,0.1,NO,NO,1,89.83333333,97.83333333,93.83333333
BCFDDKCF,AD19,Profesional,SI,ECSG,Masculino,19.04722222,SI: Nacional,No,,68.5,7,1,0,0,NO,NO,0,0,0,#N/A
BCFDDKCH,AD19,Profesional,SI,ECSG,Femenino,18.87222222,SI: Nacional,No,,71.5,7,1,0,0,NO,NO,1,88,85.875,88.58333333
BCFDDKEJ,AD19,Profesional,SI,EIC,Masculino,19.44722222,Local,No,,77.5,7,1,0.35,0.25,NO,NO,1,78.25,90.55555556,85.77777778
BCFDDKFD,AD19,Profesional,SI,EIC,Femenino,18.11388889,Local,No,,90,7,1,0.35,0.25,NO,NO,1,96.83333333,98.11111111,97.22222222
BCFDDKFE,AD19,Profesional,SI,EIC,Femenino,18.83888889,Local,No,,94.5,7,1,0.4,0,NO,NO,1,89.85714286,94,91.38888889
BCFDDKFJ,AD19,Profesional,SI,EIC,Masculino,18.65,Local,No,,93,7,1,0.4,0,NO,NO,1,96.71428571,97.88888889,96.91666667
BCFDDKFK,AD19,Profesional,SI,EIC,Masculino,18.98055556,Local,No,,91.5,7,1,0.4,0,NO,NO,1,93,93.44444444,92.72222222
BCFDDKGC,AD19,Profesional,SI,EHE-EAAD,Femenino,18.39166667,Local,No,,74.5,7,1,0.15,0.15,NO,NO,1,92.5,98.28571429,95.61538462
BCFDDKGD,AD19,Profesional,SI,EN,Masculino,18.87777778,Local,No,,78.5,7,1,0.25,0.25,NO,NO,1,95,93.3,94.63888889
BCFDDKGE,AD19,Profesional,SI,EIC,Femenino,19.24722222,Local,No,,75.5,7,1,0.2,0.2,NO,NO,1,83.125,88,86.68421053
BCFDDKGF,AD19,Profesional,SI,EIC,Masculino,18.325,Local,No,,94,7,1,0.4,0.2,NO,NO,1,95.625,93.77777778,94.69444444
BCFDDKGH,AD19,Profesional,SI,ECSG,Femenino,18.33888889,SI: Nacional,No,,70.5,7,1,0.15,0,NO,NO,1,92.33333333,94.375,93.05555556
BCFDDKGJ,AD19,Profesional,SI,EN,Masculino,18.25833333,Local,Sí,,75,2,0.666666667,0,0,NO,NO,1,90.125,94.5,92.66666667
BCFDDKGK,AD19,Profesional,SI,EIC,Masculino,18.67222222,Local,No,,86,7,1,0,0,NO,NO,1,88.375,93.3,90.94594595
BCFDDKHF,AD19,Profesional,NO,EHE-EAAD,Femenino,17.975,Local,Sí,29,NA,6,1,0,0,NO,NO,1,93,88.5,90.75
BCFDDKHG,AD19,Profesional,SI,EN,Femenino,19.38333333,Local,No,,50,7,1,0.4,0,NO,NO,1,85.88888889,87.33333333,87
BCFDDKHI,AD19,Profesional,SI,EHE-EAAD,Femenino,18.44722222,Local,No,,77.5,5,1,0.2,0.2,NO,NO,1,96.5,96.66666667,96.58333333
BCFDDKKK,AD19,Profesional,SI,EIC,Masculino,17.85277778,Local,Sí,,95.5,7,1,0.4,0,NO,NO,1,94.85714286,95,94.97222222
BCFDEBBB,AD19,Profesional,SI,EN,Femenino,18.20555556,Local,No,,88.5,7,1,0.45,0.25,NO,NO,1,95.9,95.8,96.25
BCFDEBBF,AD19,Profesional,SI,EN,Femenino,18.27222222,Local,Sí,,73.5,4,1,0,0,NO,NO,1,91,92.2,93.77777778
BCFDEBBH,AD19,Profesional,SI,EN,Femenino,17.84722222,SI: Nacional,Sí,,82,7,1,0.15,0,NO,NO,1,85.2,89.77777778,89.16666667
BCFDEBBJ,AD19,Profesional,SI,EIC,Femenino,18.79166667,Local,No,,79,7,1,0,0,SI,NO,0,86.25,0,88.11111111
BCFDEBCC,AD19,Profesional,SI,EIC,Femenino,18.17222222,Local,No,,72.5,7,1,0.2,0.2,NO,NO,1,88.75,93.44444444,91.19444444
BCFDEBCF,AD19,Profesional,SI,EHE-EAAD,Femenino,17.97222222,Local,No,,74.5,7,1,0,0,NO,NO,1,88,85.2,86.6
BCFDEBCI,AD19,Profesional,SI,EHE-EAAD,Femenino,18.80277778,Local,Sin información,,73.5,3,1,0,0,NO,NO,1,93.66666667,97.5,95.58333333
BCFDEBCJ,AD19,Profesional,SI,EN,Masculino,19.625,SI: Nacional,No,,72,7,1,0,0,NO,NO,1,83.8,86.8,85.05
BCFDEBEH,AD19,Profesional,SI,ECSG,Femenino,18.03611111,SI: Nacional,No,,79,7,1,0,0,NO,NO,1,87.42857143,93.375,91.5
BCFDEBEI,AD19,Profesional,NO,EIC,Masculino,19.075,Local,No,30,NA,6,1,0,0,NO,NO,1,70.5,89.25,80.57894737
BCFDEBEJ,AD19,Profesional,SI,EN,Femenino,19.01388889,Local,No,,85,7,1,0,0,NO,NO,1,91.2,95.7,94.94444444
BCFDEBEK,AD19,Profesional,SI,EIC,Femenino,18.02222222,SI: Nacional,No,,87,7,1,0,0,NO,NO,1,92,93.77777778,93.5
BCFDEBFE,AD19,Profesional,SI,EN,Femenino,19.71111111,Local,No,,74,7,1,0.15,0.15,NO,NO,1,81.7,92.3,86.66666667
BCFDEBFF,AD19,Profesional,SI,EMCS,Femenino,18.90555556,SI: Nacional,No,34,74.5,7,1,0.15,0,NO,NO,1,79.3,79.7,83.94736842
BCFDEBFI,AD19,Profesional,SI,EN,Masculino,19.3,SI: Nacional,No,,79,7,1,0,0,NO,NO,1,88.33333333,89.44444444,89.63636364
BCFDEBJD,AD19,Profesional,SI,EN,Masculino,18.39444444,Local,No,,72.5,7,1,0,0,NO,NO,1,77.11111111,0,76.33333333
BCFDEBJG,AD19,Profesional,SI,EN,Masculino,18.08888889,Local,Sí,,83.5,7,1,0,0,NO,NO,1,89.7,85.3,88.38888889
BCFDEBKC,AD19,Profesional,SI,EN,Masculino,18.57777778,Local,No,,94.5,7,1,0.2,0.2,NO,NO,1,92.77777778,93.9,94.61111111
BCFDEBKH,AD19,Profesional,SI,EN,Femenino,18.99166667,Local,No,,49,7,1,0,0,NO,NO,1,89.77777778,90.3,87.69444444
BCFDECBI,AD19,Profesional,SI,EHE-EAAD,Masculino,18.6,Local,No,,85,4,1,0.2,0.2,NO,NO,1,95.83333333,95.33333333,95.58333333
BCFDECDJ,AD19,Profesional,SI,EN,Masculino,17.88333333,SI: Nacional,Sí,,79.5,3,1,0.15,0,NO,NO,1,92.2,92.1,91.86111111
BCFDECEB,AD19,Profesional,SI,EN,Femenino,18.85277778,Local,No,,65,4,0.666666667,0,0,NO,NO,1,86.875,90.7,89.93939394
BCFDECED,AD19,Profesional,SI,EIC,Masculino,18.25277778,Local,No,,71.5,7,0.5,0,0,NO,NO,0,81,0,80.375
BCFDECEE,AD19,Profesional,SI,EHE-EAAD,Femenino,19.31944444,Local,No,,85,7,1,0,0,NO,NO,1,96.66666667,94.33333333,95.5
BCFDECEG,AD19,Profesional,SI,EIC,Masculino,19.03333333,Local,No,,79.5,4,1,0.2,0.2,NO,NO,1,84,92.2,88.16216216
BCFDECEI,AD19,Profesional,NO,EIC,Masculino,19.45555556,Local,No,36,NA,6,1,0.25,0.25,NO,NO,1,85.625,94.55555556,89.31578947
BCFDECEK,AD19,Profesional,SI,EMCS,Femenino,19.43611111,SI: Nacional,Sí,,50,2,1.041666667,0,0,NO,NO,0,77.90909091,0,86.15789474
BCFDECFG,AD19,Profesional,SI,EMCS,Femenino,18.20555556,SI: Nacional,Sí,,80,4,1.104166667,0,0,NO,NO,1,83.91666667,88.5,88.4
BCFDECFH,AD19,Profesional,SI,EN,Femenino,18.16666667,Local,No,,84,7,1,0.1,0.1,NO,NO,1,92.6,92.6,93.61111111
BCFDEFFB,AD19,Profesional,NO,EHE-EAAD,Masculino,19.93611111,Local,Sí,50,NA,5,1,0.2,0,NO,SI,1,97.16666667,97.16666667,97.16666667
BCFDEFHJ,AD19,Profesional,SI,EN,Masculino,18.39166667,SI: Nacional,No,,73.5,7,1,0,0,NO,NO,1,87.2,92,88.66666667
BCFDEGEJ,AD19,Profesional,SI,EIC,Femenino,19.43055556,Local,No,,86.5,7,1,0.2,0.2,NO,NO,1,89.875,97,93.27777778
BCFDEIEG,AD19,Profesional,SI,EHE-EAAD,Femenino,18.74444444,SI: Nacional,No,,52.5,7,1,0,0,NO,NO,0,71.5,0,71.5
BCFDEIII,AD19,Profesional,NO,EN,Masculino,18.93333333,Local,No,36,NA,3,1,0.45,0.25,NO,NO,1,90.77777778,94.11111111,91.81818182
BCFDEJGH,AD19,Profesional,NO,EIC,Masculino,17.19166667,SI: Extranjero,No,50,NA,6,0.875,0.900000025,0,NO,NO,1,87,95.66666667,93.22222222
BCFDEJIC,AD19,Profesional,NO,EIC,Femenino,20.69444444,Local,Sí,34,NA,3,1,0.2,0,NO,SI,1,91.42857143,96.11111111,93.52777778
BCFDEKBJ,AD19,Profesional,NO,EIC,Masculino,28.16388889,SI: Extranjero,Sí,46,NA,6,0.666666667,0.450000057,0.25,NO,NO,0,69,0,74.16666667
BCFDEKHH,AD19,Profesional,NO,EN,Femenino,19.78888889,Local,No,36,NA,5,1,0,0,NO,NO,1,93.1,97.2,95.80555556
BCFDEKJE,AD19,Profesional,NO,EIC,Masculino,18.91666667,Local,No,50,NA,6,1,0.35,0.25,NO,NO,1,89.625,0,90.83333333
BCFDEKJF,AD19,Profesional,NO,EN,Femenino,18.63055556,SI: Nacional,No,36,NA,6,1,0.6,0.2,NO,NO,1,97.44444444,98.8,98.55555556
BCFDEKJG,AD19,Profesional,NO,EIC,Femenino,19.575,SI: Nacional,No,48,NA,6,1,0.55,0.25,NO,NO,1,95.71428571,98.3,96.81081081
BCFDEKJH,AD19,Profesional,NO,EIC,Femenino,17.8,SI: Nacional,Sí,34,NA,3,1,0.65,0.25,NO,NO,1,91.875,92.88888889,93.65789474
BCFDEKJI,AD19,Profesional,NO,EIC,Femenino,17.97222222,Local,No,30,NA,5,1,0.25,0.25,NO,NO,1,90.875,93.33333333,92.61111111
BCFDFBFE,AD19,Profesional,NO,EIC,Masculino,18.73055556,Local,No,38,NA,6,1,0,0.25,NO,NO,1,87.25,94.88888889,90.97222222
BCFDFBFF,AD19,Profesional,NO,EIC,Masculino,18.15833333,Local,No,46,NA,1,1,0.4,0,NO,NO,1,91.125,93.55555556,92.02777778
BCFDFBFG,AD19,Profesional,NO,EIC,Masculino,18.6,Local,No,31,NA,6,1,0.4,0,NO,NO,1,95,95.55555556,95.08333333
BCFDFBFH,AD19,Profesional,NO,EIC,Femenino,18.37222222,Local,No,31,NA,6,1,0.4,0,NO,NO,0,94.25,96.44444444,95.58333333
BCFDFBFI,AD19,Profesional,NO,EHE-EAAD,Femenino,18.725,SI: Nacional,No,50,NA,6,1,0.4,0.25,NO,NO,1,97,97.83333333,97.41666667
BCFDFBFK,AD19,Profesional,NO,EIC,Femenino,17.99166667,Local,No,36,NA,3,1,0.4,0.2,NO,NO,1,95,98.22222222,96.08333333
BCFDFBGC,AD19,Profesional,NO,EIC,Masculino,18.40555556,SI: Nacional,No,29,NA,5,1,0.4,0,NO,NO,1,90,95.44444444,92.27777778
BCFDFBGD,AD19,Profesional,NO,EN,Masculino,17.59166667,Local,Sí,50,NA,3,1,0.4,0,NO,NO,1,98.88888889,98.6,98.52777778
BCFDFBGE,AD19,Profesional,NO,EIC,Masculino,18.15555556,Local,No,32,NA,4,1,0.25,0.25,NO,NO,1,84.25,93.77777778,89.47368421
BCFDFBGF,AD19,Profesional,NO,EIC,Masculino,17.98333333,SI: Nacional,No,40,NA,5,1,0.35,0.25,NO,NO,1,95.14285714,95.22222222,95
BCFDFBGG,AD19,Profesional,NO,EIC,Femenino,18.30833333,Local,Sí,42,NA,1,0.666666667,0.450000057,0.25,NO,NO,1,90.8,89.22222222,90.6
BCFDFBGI,AD19,Profesional,NO,EIC,Masculino,18.73888889,Local,No,28,NA,6,0.666666667,0.25,0.25,NO,NO,1,85.16666667,94.22222222,90.5625
BCFDFBGK,AD19,Profesional,NO,EN,Femenino,18,Local,No,40,NA,6,1,0.25,0.25,NO,NO,1,91.3,91.9,93.27777778
BCFDFBHB,AD19,Profesional,NO,EIC,Masculino,18.34722222,Local,No,23,NA,4,1,0.35,0.25,NO,NO,1,85.75,95.11111111,90.07894737
BCFDFBHC,AD19,Profesional,NO,EN,Femenino,18.08611111,Local,Sí,22,NA,6,1,0.2,0.2,NO,NO,1,91.7,93.2,92.94444444
BCFDFBHD,AD19,Profesional,NO,EN,Masculino,18.27777778,Local,No,35,NA,1,1,0.25,0.25,NO,NO,1,93.66666667,95.4,95
BCFDFBHG,AD19,Profesional,NO,EIC,Femenino,18.48611111,Local,No,40,NA,6,1,0.35,0.25,NO,NO,0,84.125,91.33333333,86.6875
BCFDFBHI,AD19,Profesional,NO,EIC,Masculino,18.53333333,SI: Nacional,Sí,38,NA,2,1,0.2,0,NO,SI,1,92.75,93.4,93.475
BCFDFBHJ,AD19,Profesional,NO,EHE-EAAD,Femenino,20.51666667,Local,No,35,NA,5,1,0.25,0.25,NO,NO,1,96.33333333,98.66666667,97.5
BCFDFBHK,AD19,Profesional,NO,EIC,Masculino,19.10277778,Local,No,35,NA,5,1,0.45,0.25,NO,NO,1,83.55555556,91.625,87.22222222
BCFDFBIB,AD19,Profesional,NO,EIC,Masculino,18.04166667,Local,No,46,NA,2,1,0.25,0.25,NO,NO,1,89.625,83.8,86.27027027
BCFDFBIC,AD19,Profesional,NO,EN,Masculino,19.28611111,Local,No,42,NA,5,1,0,0,NO,NO,1,90.7,91.6,92.25
BCFDFBKD,AD19,Profesional,NO,EN,Masculino,18.04722222,Local,No,36,NA,6,1,0.4,0.25,NO,NO,1,95.6,94.3,95.66666667
BCFDFBKE,AD19,Profesional,NO,EN,Masculino,18.82777778,Local,No,40,NA,5,1,0.25,0.25,NO,NO,1,93.11111111,95.3,94.69444444
BCFDFBKF,AD19,Profesional,NO,EIC,Femenino,18.4,SI: Nacional,No,42,NA,7,1,0.15,0.15,NO,NO,1,92.71428571,94.44444444,93.19444444
BCFDFBKG,AD19,Profesional,NO,EIC,Femenino,17.61666667,Local,Sí,36,NA,4,1,0.45,0.25,NO,NO,1,87.5,97,91.69444444
BCFDFBKH,AD19,Profesional,NO,EN,Femenino,18.075,SI: Extranjero,No,50,NA,7,1,0,0,NO,NO,1,96,96.6,96.69230769
BCFDFBKJ,AD19,Profesional,NO,EIC,Masculino,23.5,Local,No,34,NA,6,0.5,0,0,NO,NO,0,0,0,#N/A
BCFDFCED,AD19,Profesional,NO,EN,Masculino,19.33611111,Local,No,40,NA,6,1,0.35,0.25,NO,NO,1,91.88888889,90.7,92.16666667
BCFDFCEE,AD19,Profesional,NO,EIC,Masculino,18.08611111,Local,No,28,NA,5,1,0.4,0.2,NO,NO,1,84.875,93,89.16666667
BCFDFCEF,AD19,Profesional,NO,EIC,Femenino,18.71666667,Local,No,15,NA,3,1,0.5,0.2,NO,NO,0,98,0,98
BCFDFCEG,AD19,Profesional,NO,EIC,Masculino,17.925,Local,No,50,NA,4,1,0.2,0,NO,SI,1,90.375,95.5,93.25
BCFDFCEH,AD19,Profesional,NO,EHE-EAAD,Femenino,18.45,Local,No,29,NA,4,1,0.35,0.25,NO,NO,1,96.16666667,97.16666667,96.66666667
BCFDFCEI,AD19,Profesional,NO,EIC,Masculino,19.23055556,Local,Sí,36,NA,6,1,0.4,0.1,NO,NO,1,91.125,90.55555556,90.38888889
BCFDFCEJ,AD19,Profesional,NO,EIC,Masculino,18.08055556,Local,No,25,NA,6,1,0.45,0.25,NO,NO,1,92.125,93.22222222,92.91666667
BCFDFCEK,AD19,Profesional,NO,EN,Femenino,18.35833333,SI: Extranjero,No,40,NA,6,1,0.25,0.25,NO,NO,1,88.66666667,96,90.94444444
BCFDFCFB,AD19,Profesional,NO,EHE-EAAD,Masculino,18.06111111,Local,No,40,NA,6,1,0.2,0.2,NO,NO,1,97.33333333,98.66666667,98
BCFDFCFD,AD19,Profesional,NO,EIC,Femenino,17.86388889,Local,Sí,38,NA,1,1,0.2,0,NO,SI,1,95.57142857,95.55555556,95.55555556
BCFDFCFG,AD19,Profesional,NO,EIC,Masculino,18.53333333,Local,Sí,35,NA,1,1,0.35,0.25,NO,NO,0,87.25,94.28571429,91.25714286
BCFDFCFI,AD19,Profesional,NO,EIC,Femenino,17.78888889,Local,No,50,NA,7,1,0.45,0,NO,NO,1,91.75,96.11111111,93.52777778
BCFDFCFJ,AD19,Profesional,NO,EIC,Masculino,18.89166667,Local,No,35,NA,5,1,0,0,NO,NO,1,79.5,89.11111111,84.76315789
BCFDFCFK,AD19,Profesional,NO,EIC,Femenino,18.21111111,Local,No,50,NA,6,1,0,0,NO,NO,1,98.28571429,97.11111111,97.16666667
BCFDFCGB,AD19,Profesional,NO,EN,Femenino,17.62222222,Local,No,34,NA,6,1,0.35,0.25,NO,NO,0,92.7,88.4,91.69444444
BCFDFCGC,AD19,Profesional,NO,EN,Masculino,18.71388889,SI: Nacional,No,50,NA,6,1,0.2,0.2,NO,NO,1,90.22222222,88.88888889,89.45454545
BCFDFCGD,AD19,Profesional,NO,EIC,Masculino,18.23055556,Local,No,40,NA,2,1,0.2,0,NO,SI,1,85.875,89.875,87.5
BCFDFCGF,AD19,Profesional,NO,EHE-EAAD,Femenino,19.00833333,Local,No,36,NA,7,1,0,0,NO,NO,1,95.16666667,97.5,96.33333333
BCFDFCGG,AD19,Profesional,NO,EIC,Masculino,18.23055556,Local,No,50,NA,1,1,0.2,0,NO,SI,1,93,95.33333333,94.51282051
BCFDFCHF,AD19,Profesional,NO,EN,Femenino,17.89166667,SI: Nacional,No,40,NA,3,1,0,0,NO,NO,1,87.375,96.5,92.5862069
BCFDFCHG,AD19,Profesional,NO,EN,Masculino,18.65277778,Local,Sin información,34,NA,3,1,0,0,NO,NO,1,93.3,95.6,94.75
BCFDFCHH,AD19,Profesional,NO,EN,Femenino,19.01111111,Local,Sí,25,NA,5,1,0,0,NO,NO,1,91.4,92.7,92.52777778
BCFDFCII,AD19,Profesional,NO,EIC,Masculino,18.13333333,Local,No,40,NA,6,1,0.35,0.25,NO,NO,1,86.375,92.66666667,89.77777778
BCFDFCJB,AD19,Profesional,NO,EN,Femenino,19.03888889,Local,Sin información,38,NA,5,1,0.35,0.25,NO,NO,1,90.7,91.4,91.47222222
BCFDFCJC,AD19,Profesional,NO,EIC,Masculino,18.12777778,SI: Nacional,No,35,NA,4,1,0.35,0.25,NO,NO,1,86.125,93.33333333,89.23684211
BCFDFCJG,AD19,Profesional,NO,EIC,Masculino,18.01666667,SI: Nacional,No,36,NA,2,1,0.2,0,NO,SI,1,89.28571429,93.77777778,92.11111111
BCFDFCJH,AD19,Profesional,NO,EIC,Masculino,19.69444444,Local,No,46,NA,6,1,0,0,NO,NO,1,82.125,91.11111111,87.27777778
BCFDFCJI,AD19,Profesional,NO,EN,Femenino,18.40555556,SI: Nacional,Sí,38,NA,4,1,0.2,0,NO,SI,1,92.5,94.1,94
BCFDFCKI,AD19,Profesional,NO,EHE-EAAD,Femenino,18.00277778,Local,Sí,25,NA,6,1,0.35,0.25,NO,NO,0,95.66666667,98.33333333,97
BCFDFCKJ,AD19,Profesional,NO,EN,Femenino,17.95277778,Local,No,31,NA,3,1,0,0,NO,NO,1,88.11111111,91.9,91.5
BCFDFCKK,AD19,Profesional,NO,EIC,Femenino,18.46111111,Local,No,22,NA,6,1,0.45,0.25,NO,NO,1,90.125,97.66666667,93.69444444
BCFDFDBB,AD19,Profesional,NO,EHE-EAAD,Femenino,18.07222222,Local,No,40,NA,4,1,0,0.25,NO,NO,1,93.66666667,95.33333333,94.5
BCFDFDBH,AD19,Profesional,NO,EIC,Masculino,18.475,Local,No,27,NA,3,1,0.45,0.25,NO,NO,1,84.875,90.55555556,89.07894737
BCFDFDBI,AD19,Profesional,NO,EIC,Femenino,17.99444444,Local,No,40,NA,6,1,0.65,0.25,NO,NO,1,86.25,86.11111111,86.26315789
BCFDFDBJ,AD19,Profesional,NO,EHE-EAAD,Femenino,17.84722222,SI: Nacional,No,40,NA,4,1,0.55,0.25,NO,NO,1,98.83333333,99.16666667,99.02702703
BCFDFDCC,AD19,Profesional,NO,EN,Femenino,17.8,Local,No,29,NA,5,1,0.45,0.25,NO,NO,1,90,92.9,92.16666667
BCFDFDCE,AD19,Profesional,NO,EIC,Femenino,18.14444444,Local,No,50,NA,6,1,0.15,0.15,NO,NO,1,88.25,93.44444444,90.75
BCFDFDCF,AD19,Profesional,NO,EN,Masculino,20.98333333,Local,No,36,NA,5,1,0.25,0,NO,NO,1,94.4,96,95.94444444
BCFDFDCI,AD19,Profesional,NO,EIC,Femenino,18.12777778,Local,Sin información,29,NA,3,1,0.55,0.25,NO,NO,1,84,91.375,88.86111111
BCFDFDDD,AD19,Profesional,NO,EN,Femenino,18.70833333,Local,No,40,NA,7,1,0.5,0,NO,NO,1,91.7,97.2,95.13888889
BCFDFDDE,AD19,Profesional,NO,EIC,Femenino,17.91111111,Local,No,26,NA,4,1,0.8,0.1,NO,NO,1,77.5,74.125,78.78378378
BCFDFDDF,AD19,Profesional,NO,EN,Femenino,22.48611111,Local,No,34,NA,4,1,0,0,NO,NO,1,88.44444444,89.6,90.86111111
BCFDFDDI,AD19,Profesional,NO,EN,Femenino,19.58888889,Local,No,50,NA,1,1,0,0,NO,NO,1,92.8,92,92.66666667
BCFDFDDJ,AD19,Profesional,NO,EN,Femenino,17.69166667,Local,No,40,NA,6,1,0,0,NO,NO,1,92.3,93.4,93.63888889
